threshold,observed,boot_mean,lo95,hi95,frac_positive,reliable
k=1.5,-0.014260014702659224,-0.014382647226836567,-0.032069141419243746,0.001306971522872956,4.1000000000000005,False
k=2.0,0.005940634641956127,0.0062183657325783235,-0.00580541692670774,0.017875470611836794,86.7,False
