iso3,date,year,month,exchange_rate,depreciation,log_depreciation,is_structural_break
CHL,1990-04-30,1990,4,297.14,-0.0016798817363257168,-0.0016812943198535773,False
CHL,1990-05-31,1990,5,297.11,-0.00010096250925484274,-0.00010096760631205759,False
CHL,1990-06-30,1990,6,297.27,0.0005385210864661261,0.0005383761360227538,False
CHL,1990-07-31,1990,7,298.2,0.0031284690685235983,0.003123585591720408,False
CHL,1990-08-31,1990,8,304.21,0.02015425888665323,0.01995385006404177,False
CHL,1990-09-30,1990,9,307.31,0.010190329049012181,0.010138757702696571,False
CHL,1990-10-31,1990,10,319.19,0.03865803260551237,0.03792952666673321,False
CHL,1990-11-30,1990,11,331.19,0.037595162755725386,0.036905692054455055,False
CHL,1990-12-31,1990,12,336.86,0.01712008212808369,0.016975184951675337,False
CHL,1991-01-31,1991,1,337.38,0.0015436679926379426,0.0015424777619254604,False
CHL,1991-02-28,1991,2,337.67,0.0008595648823286339,0.0008591956679958023,False
CHL,1991-03-31,1991,3,344.38,0.019871472147362734,0.01967661165787869,False
CHL,1991-04-30,1991,4,338.9,-0.015912654625704237,-0.01604062024503422,False
CHL,1991-05-31,1991,5,341.95,0.008999704927707297,0.008959448931099408,False
CHL,1991-06-30,1991,6,347.76,0.01699078812691912,0.01684805913643156,False
CHL,1991-07-31,1991,7,348.23,0.0013515067862894803,0.001350594323033782,False
CHL,1991-08-31,1991,8,353.16,0.014157309823966902,0.014058031029811372,False
CHL,1991-09-30,1991,9,357.15,0.011297995242949277,0.011234649567599668,False
CHL,1991-10-31,1991,10,360.46,0.009267814643707073,0.009225131963677576,False
CHL,1991-11-30,1991,11,368.33,0.02183321311657327,0.021598281904379287,False
CHL,1991-12-31,1991,12,374.87,0.017755816794722268,0.017600023731926186,False
CHL,1992-01-31,1992,1,353.8,-0.056206151465841514,-0.05784751747527956,False
CHL,1992-02-29,1992,2,347.3,-0.018371961560203487,-0.018542821975656546,False
CHL,1992-03-31,1992,3,349.53,0.006420961704578065,0.006400435149931001,False
CHL,1992-04-30,1992,4,346.78,-0.007867708065116052,-0.00789882178343268,False
CHL,1992-05-31,1992,5,347.69,0.002624142107388039,0.00262070505804571,False
CHL,1992-06-30,1992,6,359.88,0.03505996721217186,0.03445936437434568,False
CHL,1992-07-31,1992,7,364.17,0.011920640213404443,0.011850149028903913,False
CHL,1992-08-31,1992,8,374.9,0.029464261196693764,0.029038532164044287,False
CHL,1992-09-30,1992,9,375.92,0.002720725526807355,0.0027170310526941424,False
CHL,1992-10-31,1992,10,373.38,-0.006756756756756799,-0.006779686985378804,False
CHL,1992-11-30,1992,11,381.3,0.021211634260003276,0.0209897990543366,False
CHL,1992-12-31,1992,12,382.33,0.0027012850773668884,0.0026976431639223236,False
CHL,1993-01-31,1993,1,384.82,0.006512698454214982,0.006491582465429905,False
CHL,1993-02-28,1993,2,390.84,0.01564367756353624,0.015522576583272212,False
CHL,1993-03-31,1993,3,401.06,0.02614880769624417,0.025812772972745267,False
CHL,1993-04-30,1993,4,404.5,0.008577270233880219,0.008540694449658858,False
CHL,1993-05-31,1993,5,405.27,0.0019035846724351213,0.0019017751511532966,False
CHL,1993-06-30,1993,6,404.02,-0.0030843635107459244,-0.003089129963384165,False
CHL,1993-07-31,1993,7,404.07,0.00012375624969074295,0.00012374859251781635,False
CHL,1993-08-31,1993,8,409.2,0.012695820031182636,0.012615903798638157,False
CHL,1993-09-30,1993,9,410.13,0.002272727272727204,0.0022701485345390775,False
CHL,1993-10-31,1993,10,411.86,0.0042181747250871204,0.004209303165191394,False
CHL,1993-11-30,1993,11,420.33,0.020565240615743052,0.02035663127404761,False
CHL,1993-12-31,1993,12,431.04,0.025479980015701953,0.025160776170749397,False
CHL,1994-01-31,1994,1,430.65,-0.0009047884187083355,-0.0009051979868166068,False
CHL,1994-02-28,1994,2,429.47,-0.0027400441193543568,-0.002743804911637813,False
CHL,1994-03-31,1994,3,427.0,-0.0057512748271125735,-0.005767877094920264,False
CHL,1994-04-30,1994,4,427.0,0.0,0.0,False
CHL,1994-05-31,1994,5,422.66,-0.010163934426229426,-0.010215939894618423,False
CHL,1994-06-30,1994,6,418.94,-0.008801400653007163,-0.008840361756385947,False
CHL,1994-07-31,1994,7,422.84,0.009309208955936343,0.009266145322842098,False
CHL,1994-08-31,1994,8,418.89,-0.009341594929524133,-0.009385501278249211,False
CHL,1994-09-30,1994,9,412.2,-0.015970779918355604,-0.01609968716585433,False
CHL,1994-10-31,1994,10,409.68,-0.006113537117903856,-0.0061323013020637175,False
CHL,1994-11-30,1994,11,416.43,0.01647627416520203,0.016342013100832664,False
CHL,1994-12-31,1994,12,404.09,-0.029632831448262675,-0.030080754826809036,False
CHL,1995-01-31,1995,1,409.87,0.014303744215397707,0.014202410820977271,False
CHL,1995-02-28,1995,2,410.73,0.0020982262668651774,0.0020960280644786384,False
CHL,1995-03-31,1995,3,405.22,-0.013415138899033452,-0.01350593481576917,False
CHL,1995-04-30,1995,4,388.2,-0.042001875524406596,-0.042909458763095404,False
CHL,1995-05-31,1995,5,376.34,-0.03055126223596083,-0.031027680618411418,False
CHL,1995-06-30,1995,6,374.48,-0.0049423393739702615,-0.004954593124683229,False
CHL,1995-07-31,1995,7,383.93,0.025234992522965127,0.024921847312099663,False
CHL,1995-08-31,1995,8,395.53,0.030213841064777425,0.029766393377263445,False
CHL,1995-09-30,1995,9,396.74,0.003059186408110648,0.0030545166187842415,False
CHL,1995-10-31,1995,10,416.08,0.04874729041689774,0.04759639516485452,False
CHL,1995-11-30,1995,11,414.23,-0.004446260334550978,-0.004456174347802559,False
CHL,1995-12-31,1995,12,407.13,-0.01714023610071702,-0.017288830355625402,False
CHL,1996-01-31,1996,1,412.76,0.013828506865129153,0.013733765486124642,False
CHL,1996-02-29,1996,2,412.53,-0.0005572245372613693,-0.0005573798445505338,False
CHL,1996-03-31,1996,3,411.64,-0.0021574188543863615,-0.002159749435072139,False
CHL,1996-04-30,1996,4,406.81,-0.011733553590515977,-0.011802934991392898,False
CHL,1996-05-31,1996,5,407.72,0.002236916496644703,0.0022344183237140796,False
CHL,1996-06-30,1996,6,409.68,0.004807220641616761,0.004795702854082792,False
CHL,1996-07-31,1996,7,410.73,0.002562975981253768,0.0025596971594795685,False
CHL,1996-08-31,1996,8,410.79,0.00014608136732152666,0.0001460706984775876,False
CHL,1996-09-30,1996,9,412.98,0.0053311911195501605,0.005317030626075866,False
CHL,1996-10-31,1996,10,420.64,0.018548113710106895,0.018378195343243125,False
CHL,1996-11-30,1996,11,420.63,-2.3773297831874984e-05,-2.3773580421198616e-05,False
CHL,1996-12-31,1996,12,424.97,0.010317856548510695,0.010264990796506229,False
CHL,1997-01-31,1997,1,419.5,-0.012871496811539651,-0.01295505229039513,False
CHL,1997-02-28,1997,2,412.51,-0.01666269368295592,-0.016803078002125608,False
CHL,1997-03-31,1997,3,414.79,0.005527138736030723,0.005511920155777187,False
CHL,1997-04-30,1997,4,418.88,0.00986041129246118,0.009812114660622656,False
CHL,1997-05-31,1997,5,419.03,0.0003580977845683009,0.0003580336828593079,False
CHL,1997-06-30,1997,6,416.47,-0.006109347779395091,-0.006128086203220954,False
CHL,1997-07-31,1997,7,416.78,0.0007443513338294405,0.0007440744417701498,False
CHL,1997-08-31,1997,8,414.73,-0.00491866212390224,-0.004930798555472778,False
CHL,1997-09-30,1997,9,415.2,0.001133267427000595,0.0011326257642079844,False
CHL,1997-10-31,1997,10,420.87,0.01365606936416186,0.013563665547111773,False
CHL,1997-11-30,1997,11,435.41,0.034547484971606535,0.03396411852422158,False
CHL,1997-12-31,1997,12,439.81,0.010105417881996148,0.010054699547156702,False
CHL,1998-01-31,1998,1,451.8,0.02726177212887393,0.026896788563734033,False
CHL,1998-02-28,1998,2,452.67,0.0019256308100930042,0.0019237791597668387,False
CHL,1998-03-31,1998,3,454.18,0.003335763359621824,0.003330212042853198,False
CHL,1998-04-30,1998,4,452.81,-0.003016425205865536,-0.0030209837857617257,False
CHL,1998-05-31,1998,5,454.58,0.003908924272873815,0.003901304279252024,False
CHL,1998-06-30,1998,6,465.22,0.02340622112719437,0.023136496251748365,False
CHL,1998-07-31,1998,7,465.21,-2.149520656902215e-05,-2.1495437594285504e-05,False
CHL,1998-08-31,1998,8,474.38,0.019711528127082323,0.01951977173463285,False
CHL,1998-09-30,1998,9,466.38,-0.01686411737425697,-0.017007935808616998,False
CHL,1998-10-31,1998,10,462.49,-0.008340837943307977,-0.008375817373075608,False
CHL,1998-11-30,1998,11,466.22,0.008065039244091743,0.008032690627268625,False
CHL,1998-12-31,1998,12,473.77,0.016194071468405458,0.016064346140013463,False
CHL,1999-01-31,1999,1,483.25,0.02000970935263946,0.019812146224050517,False
CHL,1999-02-28,1999,2,498.74,0.03205380237972055,0.03155079978931311,False
CHL,1999-03-31,1999,3,483.83,-0.029895336247343307,-0.03035131252964382,False
CHL,1999-04-30,1999,4,486.3,0.005105098898373406,0.005092112061630459,False
CHL,1999-05-31,1999,5,493.26,0.014312152991980298,0.014210700982356973,False
CHL,1999-06-30,1999,6,518.9,0.05198069983375908,0.05067476798159691,False
CHL,1999-07-31,1999,7,515.97,-0.005646560030834413,-0.005662562117183161,False
CHL,1999-08-31,1999,8,516.98,0.001957478147954328,0.0019555647841095324,False
CHL,1999-09-30,1999,9,531.11,0.027331811675499917,0.026964967056264347,False
CHL,1999-10-31,1999,10,548.51,0.032761574815010075,0.032236354992772866,False
CHL,1999-11-30,1999,11,546.79,-0.003135767807332601,-0.0031406946294794745,False
CHL,1999-12-31,1999,12,530.07,-0.030578467053164693,-0.03105574316350957,False
CHL,2000-01-31,2000,1,517.89,-0.022978097232441153,-0.023246208800101375,False
CHL,2000-02-29,2000,2,503.98,-0.026858985498851018,-0.027226279752253835,False
CHL,2000-03-31,2000,3,505.81,0.0036310964720822625,0.0036245199564546677,False
CHL,2000-04-30,2000,4,515.61,0.01937486407939737,0.019189561055937887,False
CHL,2000-05-31,2000,5,524.77,0.017765365295475233,0.017609405605067126,False
CHL,2000-06-30,2000,6,538.61,0.02637345884863862,0.026031675497656427,False
CHL,2000-07-31,2000,7,556.38,0.03299233211414565,0.03245976718076037,False
CHL,2000-08-31,2000,8,556.44,0.00010783996549124097,0.00010783415118016871,False
