iso3,date,year,month,dep_1m,dep_mean_3m,dep_vol_3m,dep_cum_3m,dep_mean_6m,dep_vol_6m,dep_cum_6m,dep_mean_12m,dep_vol_12m,dep_cum_12m,dep_skew_6m,dep_kurt_6m,dep_max_6m,dep_es90_6m,dep_skew_12m,dep_kurt_12m,dep_max_12m,dep_es90_12m,extreme_count_3m,extreme_count_6m,extreme_count_12m,target,macro_current_account_pct_gdp,macro_exports_vol_pct,macro_fiscal_balance_pct_gdp,macro_gdp_growth_pct,macro_gdp_usd_bn,macro_govt_gross_debt_pct_gdp,macro_gross_savings_pct_gdp,macro_imports_vol_pct,macro_inflation_avg_pct,macro_inflation_eop_pct,macro_investment_pct_gdp
GNB,2004-02-29,2004,2,-0.0027379610243194,-0.0110766381586218,0.0358452865667867,-0.0341439845385731,-0.0206475314750224,0.0323110165991686,-0.1200676437429537,-0.011160705109675,0.0341451466275182,-0.1317442422290222,-0.1282691942187922,-1.8407913023344007,0.0198643410852712,0.0198643410852712,-0.1831059843036079,-1.1691978771924532,0.0357829230346848,0.0351750880159859,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-03-31,2004,3,0.0158704188481675,0.0109989329697064,0.0120629410245292,0.0332133507853402,-0.0076322820125718,0.0276001072033811,-0.0467931937172773,-0.0089738593597073,0.0350291736456805,-0.1087205497382195,-0.7964444936633799,-0.79868266114934,0.0198643410852712,0.0198643410852712,-0.3445257203159014,-1.307977686207217,0.0357829230346848,0.0351750880159859,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-04-30,2004,4,0.0231857370051056,0.0121060649429845,0.0133655265561345,0.0365782204737588,-0.0041982110627448,0.0302770716422635,-0.0272034820457021,-0.0052748772481582,0.0359519812048872,-0.0683016656901315,-0.8114885007487967,-1.155145668279988,0.0231857370051056,0.0231857370051056,-0.6081146182756978,-1.227228610458028,0.0357829230346848,0.0351750880159859,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-05-31,2004,5,-0.0205771437940642,0.0061596706864029,0.0234418729276573,0.0180357435645188,-0.0024584837361094,0.0286860504940099,-0.0167240531234629,-0.0021187769967444,0.0323405060549159,-0.0308247253648138,-1.0381894284946398,0.1228248849180098,0.0231857370051056,0.0231857370051056,-0.7145989795275414,-0.5878838951231027,0.0357829230346848,0.0351750880159859,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-06-30,2004,6,0.0035376388317562,0.0020487440142658,0.0219193987096746,0.0056766762649114,0.0065238384919861,0.0165656753283219,0.0390785684903327,-0.0047045781772053,0.0303178397544356,-0.0598930481283421,-0.8519242606153559,-0.0849120078241028,0.0231857370051056,0.0231857370051056,-0.7520975653153422,-0.3562679890701416,0.0357829230346848,0.0294843300198952,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-07-31,2004,7,0.0096353517734031,-0.0024680510629683,0.0159765439140381,-0.0076418307168367,0.0048190069400081,0.0154037774403042,0.0286568651881382,-0.0047041885959234,0.0303180407364903,-0.0598886950743416,-0.7515308702004867,0.5696327810410547,0.0231857370051056,0.0231857370051056,-0.7521175815597714,-0.3562993739019974,0.0357829230346848,0.0294843300198952,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-08-31,2004,8,-0.0059450086698042,0.002409327311785,0.0078512243025896,0.0071835521426799,0.004284498999094,0.01576974236919,0.0253488564115267,-0.0081815162379642,0.0275157000984719,-0.0977623647923374,-0.6102098543652074,-0.1438521595489421,0.0231857370051056,0.0231857370051056,-0.8960622669060139,-0.1730777380020817,0.0231857370051056,0.0215250390451884,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-09-30,2004,9,-0.0240148279474574,-0.0067748282812862,0.0168404304948593,-0.020469014425014,-0.0023630421335101,0.0181378246775836,-0.0149085341284552,-0.0049976620730409,0.0224358229686255,-0.0610041099202189,0.1191839119645822,-1.2180107209569184,0.0231857370051056,0.0231857370051056,-0.6814883175509406,-0.216123373390066,0.0231857370051056,0.0215250390451884,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-10-31,2004,10,-0.0257517468791708,-0.0185705278321442,0.0109684557907084,-0.0548009735416501,-0.0105192894475562,0.0150999906814038,-0.0620240244955638,-0.0073587502551505,0.0230482143360545,-0.0875402371044986,0.3529465030337111,-2.187343764213352,0.0096353517734031,0.0096353517734031,-0.3419307267000103,-0.8159068458083564,0.0231857370051056,0.0215250390451884,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-11-30,2004,11,-0.0419706656637834,-0.0305790801634706,0.0099035542610706,-0.0890560361037983,-0.0140848764258427,0.0197575138199782,-0.0825122226400905,-0.008271680080976,0.0242557645395632,-0.0978563369687854,-0.190343304760372,-1.424955263579164,0.0096353517734031,0.0096353517734031,-0.3735625479219615,-0.9955558153321158,0.0231857370051056,0.0215250390451884,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2004-12-31,2004,12,-0.0239336318919315,-0.0305520148116286,0.0099305375478469,-0.0889802510828866,-0.0186634215464574,0.0179580803508093,-0.1076279274649437,-0.0060697915272356,0.0210794286829187,-0.0727553043095221,0.5906720268627987,0.2564834096534,0.0096353517734031,0.0096353517734031,-0.1233136966831231,-1.2023428647411596,0.0231857370051056,0.0215250390451884,0.0,0.0,0.0,0.0,-3.28,-11.709,-3.704,3.654,0.466,197.471,20.316,-20.189,3.302,2.519,23.596
GNB,2005-01-31,2005,1,0.0449558879938625,-0.0069828031872842,0.0458754223743995,-0.0228615266589952,-0.0127766655097141,0.0304996257176773,-0.0764096662830839,-0.003978829284853,0.0248016508039627,-0.0499424626006907,1.7221803925562595,3.374503030064957,0.0449558879938625,0.0449558879938625,0.4452500045236482,-0.2123080500252299,0.0449558879938625,0.034070812499484,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-02-28,2005,2,-0.0167458701063587,0.001425461998524,0.0378693737784663,0.0028664101983857,-0.0145768090824732,0.0303340593829724,-0.0864448970355282,-0.0051461550416896,0.0250661787580684,-0.0632873199064644,2.0138590878522256,4.626182422217606,0.0449558879938625,0.0449558879938625,0.5846575773544683,-0.2257150327906178,0.0449558879938625,0.034070812499484,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-03-31,2005,3,0.0226010490589323,0.0169370223154786,0.0312384000450952,0.0506788028386298,-0.0068074962480749,0.0332617479926196,-0.042810860845418,-0.0045852691907925,0.0256477578940799,-0.0570811477938909,0.879242348800794,-0.7135717113338477,0.0449558879938625,0.0449558879938625,0.5451478154691828,-0.4885483095161093,0.0449558879938625,0.034070812499484,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-04-30,2005,4,0.0005402485143164,0.0021318091556299,0.0197216837746211,0.0060199120166706,-0.002425497015827,0.0319737786791416,-0.0169792390213786,-0.0064723932316916,0.0242115480256663,-0.0779501427799644,0.4345144622444967,-0.8021634210247952,0.0449558879938625,0.0449558879938625,0.7656547410321469,0.4395085292083527,0.0449558879938625,0.0337784685263974,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-05-31,2005,5,0.050766361203471,0.0246358862589065,0.0251748092502932,0.075095288297786,0.0130306741287153,0.0314445756016644,0.0781769523963993,-0.0005271011485637,0.0287645025575373,-0.0107858243451467,0.0800288102932385,-2.131307913610283,0.050766361203471,0.050766361203471,0.5734027336090808,-0.4590717584173518,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-06-30,2005,6,0.0197651339728748,0.0236905812302207,0.0253421082606302,0.0721137942441285,0.0203138017728497,0.0257081155045016,0.1264472378432017,0.0008251901131961,0.0293484877672131,0.0052100562355277,-0.2721625252597175,-1.0129470004531913,0.050766361203471,0.050766361203471,0.4096144947198357,-0.8303614911367941,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-07-31,2005,7,-8.269246671621655e-05,0.0234829342365431,0.0256275846284571,0.0714462912428681,0.0128073716960866,0.0235594635886337,0.0778963036467381,1.5353093186222983e-05,0.0292170659138503,-0.0044653932026789,0.6004154256672248,0.3409579606020315,0.050766361203471,0.050766361203471,0.5119849893534323,-0.6996425813638841,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-08-31,2005,8,-0.0086079685194293,0.0036914909955763,0.014558213553349,0.0109034267912777,0.0141636886272415,0.0216768389980036,0.0868175110673883,-0.0002065602276158,0.0292765049512753,-0.0071323167732413,0.9597907810241658,0.5521881681571328,0.050766361203471,0.050766361203471,0.534293971742053,-0.7029160835420135,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-09-30,2005,9,0.0129546586945688,0.0014213325694743,0.0108597095529536,0.0041521341969772,0.0125559568998475,0.0212799936052954,0.0765653545922604,0.0028742303258863,0.0284776467207431,0.0304766650058132,1.3364979305590563,1.87909712955161,0.050766361203471,0.050766361203471,0.2639316391155159,-0.6699341551353238,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-10-31,2005,10,0.001580304416535,0.0019756648638914,0.0107867490702666,0.0058221741661812,0.0127292995502173,0.0211664737383853,0.0776844381601931,0.0051519012671951,0.0270365312537379,0.0593861764950511,1.3343167171565788,1.929413692897552,0.050766361203471,0.050766361203471,0.1338362779356573,-0.230499375447451,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-11-30,2005,11,0.0215821225252781,0.0120390285454606,0.0100322961400276,0.0364516951312767,0.0078652597705185,0.0120805560313436,0.0477525703118366,0.0104479669496169,0.0228702871160029,0.1296626731243098,-0.1400146747716225,-1.8026790382275757,0.0215821225252781,0.0215821225252781,0.3658998441248395,-0.4568591032281505,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2005-12-31,2005,12,-0.0023734847842673,0.0069296473858485,0.0128424835232415,0.0207679918623375,0.0041754899776615,0.0110565604725225,0.0250063575485288,0.0122446458752556,0.0206642180508276,0.1546155802322617,0.7737493207985613,-0.3171157185803112,0.0215821225252781,0.0215821225252781,0.6585880542598417,-0.2609540599140814,0.050766361203471,0.0478611245986667,0.0,0.0,0.0,0.0,-2.523,-2.191,-5.628,-0.286,0.553,183.384,25.125,-18.282,-3.474,0.727,27.648
GNB,2006-01-31,2006,1,-0.0264895197227262,-0.0024269606605718,0.0240358657397018,-0.0078395774880344,-0.0002256478983401,0.0168358442733742,-0.0020630467073777,0.0062908618988732,0.0206750809257606,0.0756725532266053,-0.3802497670206946,0.1725154968915314,0.0215821225252781,0.0215821225252781,0.576099146492855,0.7680560935037917,0.050766361203471,0.0366837051312016,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-02-28,2006,2,0.0204631578947367,-0.0027999488707523,0.0234792437607151,-0.0089263157894736,0.0046195398373541,0.0180783659824151,0.0271999999999996,0.0093916142322978,0.0196719358387177,0.1163789473684207,-1.0682805977606789,0.8910762756219359,0.0215821225252781,0.0215821225252781,0.3122136844263685,1.0271300340168248,0.050766361203471,0.0366837051312016,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-03-31,2006,3,-0.0189193654990086,-0.0083152424423327,0.0252086106958144,-0.0253635161929939,-0.000692797528242,0.0197454646505247,-0.0051222736285526,0.0059315796858027,0.0207587790677517,0.0710508922670192,-0.1049793177187261,-1.6461263230398968,0.0215821225252781,0.0215821225252781,0.5669678216106913,0.8226273235250608,0.050766361203471,0.0361742418643745,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-04-30,2006,4,-0.0345377682061096,-0.0109979919367938,0.0283431929627157,-0.0334210736220785,-0.0067124762986828,0.0239679482812534,-0.0409986440137192,0.0030084116257672,0.0238296200731367,0.0335008375209382,0.2550465807834973,-2.089673416691907,0.0215821225252781,0.0215821225252781,0.2857635059282568,0.1191272644997402,0.050766361203471,0.0361742418643745,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-05-31,2006,5,-0.0257227230338827,-0.026393285579667,0.0078307640991209,-0.0771681691016475,-0.0145966172252096,0.0202985704594805,-0.0854056574448244,-0.0033656787273455,0.0197793894982059,-0.0417314267951504,1.2142327622161349,0.8709137544612489,0.0204631578947367,0.0204631578947367,-0.1663304837887291,-1.349418082270838,0.0215821225252781,0.0210226402100074,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-06-30,2006,6,0.0121922441595219,-0.0160227490268235,0.0248292294629972,-0.0479037206009594,-0.0121689957345781,0.0227729570521852,-0.0720522300007864,-0.0039967528784582,0.0190828389147511,-0.048847636277826,0.8199543585874245,-1.527779585579355,0.0204631578947367,0.0204631578947367,-0.2012816651612996,-1.2559442929321996,0.0215821225252781,0.0210226402100074,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-07-31,2006,7,-0.0042296545782093,-0.0059200444841901,0.0190139224739361,-0.0180151954257069,-0.0084590182104919,0.0217642367007442,-0.0508341818751467,-0.004342333054416,0.01904302167082,-0.0527923552909848,0.2633573531044411,-1.7411185573359715,0.0204631578947367,0.0204631578947367,-0.1381560945347525,-1.2508345174828992,0.0215821225252781,0.0210226402100074,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-08-31,2006,8,-0.0065364563069022,0.0004753777581367,0.0102124459486814,0.0013228542525876,-0.0129589539107651,0.0168173567578369,-0.0759473970897205,-0.0041697070367054,0.0190101990614879,-0.0508131662905612,0.2839003809249675,-0.5416213906430494,0.0121922441595219,0.0121922441595219,-0.1704997133874597,-1.2238514764633948,0.0215821225252781,0.0210226402100074,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-09-30,2006,9,0.0150868878357028,0.0014402589835303,0.011874476528484,0.0041864139020537,-0.0072912450216465,0.0198616345261799,-0.0439178515007897,-0.0039920212749442,0.0191938864072387,-0.0488151658767771,-0.3008340607986459,-1.4751789442043362,0.0150868878357028,0.0150868878357028,-0.1662871393914256,-1.2620553513595925,0.0215821225252781,0.0210226402100074,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-10-31,2006,10,-0.0028355387523628,0.0019049642588125,0.011564883465757,0.0055923125393824,-0.0020075401126887,0.0147132436776171,-0.0125236294896031,-0.0043600082056857,0.0191195276073076,-0.0530088216761184,-0.5259090231172345,0.3641014245086013,0.0150868878357028,0.0150868878357028,-0.10161405366953,-1.2349788303045224,0.0215821225252781,0.0210226402100074,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-11-30,2006,11,-0.0381818181818182,-0.0086434896994927,0.0271051283127087,-0.026439393939394,-0.0040840559706779,0.018987862869585,-0.0251515151515148,-0.0093403365979438,0.0195271287459151,-0.108409090909091,-1.2401269648226168,2.134960030940362,0.0150868878357028,0.0150868878357028,0.0218650353068723,-1.1864067611404034,0.0204631578947367,0.0177750228652198,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2006-12-31,2006,12,0.0022779043280181,-0.012913150868721,0.0220321579939187,-0.0387243735763098,-0.0057364459425952,0.0176740992357116,-0.0347000759301443,-0.0089527208385866,0.0197231748180849,-0.1042520880789672,-1.3358631278448336,3.078818737205702,0.0150868878357028,0.0150868878357028,-0.03204991061612,-1.2817804098564858,0.0204631578947367,0.0177750228652198,0.0,0.0,0.0,0.0,-1.574,11.11,-5.92,1.172,0.582,201.959,19.388,50.278,0.821,2.887,20.962
GNB,2007-01-31,2007,1,0.0166743862899489,-0.0064098425212837,0.0284413167988083,-0.0199166280685504,-0.0022524391312355,0.0199449947572756,-0.014435695538058,-0.0053557286708637,0.0201652016800565,-0.0645360506407288,-1.2997434618574395,2.0924291219852726,0.0166743862899489,0.0166743862899489,-0.3839075546124866,-1.13148100221755,0.0204631578947367,0.0185687720923428,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-02-28,2007,2,-0.0194534857315873,-0.0001670650378734,0.0181876109096596,-0.0008326394671108,-0.004405277368683,0.021160004751725,-0.0272500189236245,-0.008682115639724,0.0187624930361018,-0.1011278480054501,-0.7873928714907689,-0.3258817563617707,0.0166743862899489,0.0166743862899489,-0.1616198146409901,-1.1705598331709437,0.0166743862899489,0.0158806370628259,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-03-31,2007,3,-0.0080342393752814,-0.0036044462723066,0.0184668103472806,-0.0111127796966511,-0.0082587985705137,0.0188830935624311,-0.0494068178405165,-0.0077750217960801,0.0184836222893919,-0.0911548280522601,-0.5064287967190342,0.4507688769540641,0.0166743862899489,0.0166743862899489,-0.3273336801457587,-0.9409138222245992,0.0166743862899489,0.0158806370628259,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-04-30,2007,4,-0.0210951855935317,-0.0161943035668002,0.0071143362526934,-0.0478500551267915,-0.0113020730440419,0.0193010262942663,-0.0668136714443219,-0.0066548065783653,0.0170672754519534,-0.0785005512679164,0.1474477489880338,-0.2861388709269959,0.0166743862899489,0.0166743862899489,-0.2836739805701223,-0.6109052660902758,0.0166743862899489,0.0158806370628259,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-05-31,2007,5,0.0112985951088975,-0.0059436099533052,0.0162977699573968,-0.0179885527391658,-0.0030553374955893,0.0157662024540509,-0.0188062142273099,-0.0035696967331336,0.0166480552126155,-0.0434847245967439,0.029506081890602,-2.0173400139118365,0.0166743862899489,0.0166743862899489,-0.6803802866742599,0.0581117803619804,0.0166743862899489,0.0158806370628259,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-06-30,2007,6,-0.0038504257682339,-0.0045490054176227,0.0162081851912577,-0.0138467234357645,-0.0040767258449646,0.0155486011664162,-0.0248056275453535,-0.0049065858937799,0.0158943326736252,-0.0586449463161792,0.3147310710474539,-1.6827944717588077,0.0166743862899489,0.0166743862899489,-0.5846447695045208,0.3809752952475114,0.0166743862899489,0.0158806370628259,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-07-31,2007,7,-0.0147369956956299,-0.0024296087849888,0.0130758188198689,-0.0074414532720508,-0.0093119561758944,0.0120613587120797,-0.0549354344495511,-0.005782197653565,0.0161411565766701,-0.0685780987816445,1.039781912113313,0.7642727146333858,0.0112985951088975,0.0112985951088975,-0.387385026250806,-0.0132613873218701,0.0166743862899489,0.0158806370628259,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-08-31,2007,8,0.000145932141554,-0.0061471631074366,0.0077027032303993,-0.0183874498358264,-0.0060453865303709,0.0114014037390956,-0.0360452389638816,-0.0052253319495269,0.0162278069872281,-0.062313024443634,0.2817676395511276,-0.077450252626036,0.0112985951088975,0.0112985951088975,-0.4994722915607685,-0.0088534409490746,0.0166743862899489,0.0158806370628259,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-09-30,2007,9,-0.0334297200084633,-0.0160069278541797,0.0168238119963984,-0.047535087100642,-0.0102779666359012,0.0160525251247994,-0.0607236053318289,-0.0092683826032075,0.0167427190305053,-0.1071302630650964,-0.1683119682535061,-0.6454793256871372,0.0112985951088975,0.0112985951088975,-0.2833308904854339,-0.5621469355544892,0.0166743862899489,0.0139864906994232,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-10-31,2007,10,-0.0185505641309612,-0.0172781173326235,0.0168239544984412,-0.0512217069287741,-0.0098538630588061,0.0157401542221473,-0.0582819962621998,-0.010577968051424,0.0168082833778996,-0.1212016335571398,-0.2459959054157371,-0.2432800224267698,0.0112985951088975,0.0112985951088975,-0.0234098658221067,-0.6784573417087597,0.0166743862899489,0.0139864906994232,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-11-30,2007,11,-0.0212722715263193,-0.024417518555248,0.0079225471952788,-0.0715398685725898,-0.0152823408313422,0.0122057823552439,-0.088611882663776,-0.0091688391634658,0.0148821740388441,-0.1057516428426258,-0.1748184617006583,-0.4597118943708881,0.000145932141554,0.000145932141554,0.2799561672234742,-0.6440748587912256,0.0166743862899489,0.0139864906994232,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2007-12-31,2007,12,0.0027172067115006,-0.0123685429819266,0.0131353266288271,-0.0368181509408325,-0.0141877354180532,0.0136455976651083,-0.0826030840296174,-0.0091322306315089,0.0149133991403507,-0.1053596902384347,0.0251192502252123,-0.9229854632048758,0.0027172067115006,0.0027172067115006,0.2752644937481125,-0.6674463581905651,0.0166743862899489,0.0139864906994232,0.0,0.0,0.0,0.0,-1.635,14.451,-4.96,6.56,0.64,203.651,16.618,-9.135,3.358,0.301,18.253
GNB,2008-01-31,2008,1,-0.0100201748486887,-0.0095250798878358,0.012002400001493,-0.0284465366509751,-0.0134015986102296,0.0137431472811227,-0.0782111634162744,-0.011356777393062,0.0125115505963796,-0.1288500336247477,-0.2247732165856508,-1.015466172618124,0.0027172067115006,0.0027172067115006,0.156268894079085,-0.2610233943710479,0.0112985951088975,0.007007900910199,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
GNB,2008-02-29,2008,2,-0.0195819872090725,-0.0089616517820869,0.0111872188540611,-0.026768642447419,-0.0166895851686674,0.0121174829569885,-0.0963934858574538,-0.0113674858495191,0.012519163115107,-0.128964198589042,0.4700365554578455,0.9862490594336007,0.0027172067115006,0.0027172067115006,0.1576357919806982,-0.2676266040238594,0.0112985951088975,0.007007900910199,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
GNB,2008-03-31,2008,3,-0.040791803693397,-0.0234646552503861,0.0157489561170996,-0.068998229193018,-0.0179165991161563,0.0143235359465448,-0.1032759929167718,-0.0140972828760288,0.0150432175685966,-0.15772830761447,-0.2792476886342132,1.3850132660834236,0.0027172067115006,0.0027172067115006,-0.0656054924432079,-0.3342389511225782,0.0112985951088975,0.007007900910199,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
GNB,2008-04-30,2008,4,0.0175032175032172,-0.0142901911330841,0.0295055876633688,-0.0431145431145432,-0.0119076355104599,0.020314202155548,-0.0703346203346204,-0.010880749284633,0.0173591743221576,-0.1245173745173748,0.1146591344098705,-0.0792984318254919,0.0175032175032172,0.0175032175032172,-0.0528441698918862,-0.5236747453832823,0.0175032175032172,0.0144009063060573,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
GNB,2008-05-31,2008,5,0.0020634511220014,-0.0070750450227261,0.0302028385738619,-0.0219886510188289,-0.0080183484024065,0.0203964191700963,-0.0481686871292238,-0.0116503446168743,0.0164683496643852,-0.1325122517410369,-0.6318317220995909,0.3001595425203788,0.0175032175032172,0.0175032175032172,-0.1070419227708003,-0.2103139331789573,0.0175032175032172,0.0101102121073589,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
GNB,2008-06-30,2008,6,-0.0162395331134229,0.0011090451705985,0.0168916095394779,0.0030449124587665,-0.0111778050398937,0.0198620860525539,-0.066163410301954,-0.0126827702289734,0.0163226085054116,-0.1433011925907131,-0.0297959133020681,0.4164799041791241,0.0175032175032172,0.0175032175032172,0.1037724968200111,-0.0828804484670904,0.0175032175032172,0.0101102121073589,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
GNB,2008-07-31,2008,7,0.0098007815002243,-0.0014584334970657,0.0133726306217917,-0.0045480750752673,-0.0078743123150749,0.0216600780804656,-0.0474665300108898,-0.0106379554626522,0.0175339102094903,-0.121965280891679,-0.4431601943695655,-0.7803198647104208,0.0175032175032172,0.0175032175032172,-0.1080076586023166,-0.7095441936145516,0.0175032175032172,0.0136519995017208,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
GNB,2008-08-31,2008,8,0.0594502884289107,0.017670512271904,0.0384536964164897,0.0524601289446897,0.0052977336245889,0.0337648052289753,0.0293179504580931,-0.0056959257720392,0.0267731274533514,-0.0699015948422123,0.4113563186996695,0.9398072874109876,0.0594502884289107,0.0594502884289107,1.2469401156061664,2.288235074299724,0.0594502884289107,0.038476752966064,0.0,0.0,0.0,0.0,-6.22,-12.394,-4.574,2.667,0.635,190.407,13.859,16.633,1.953,3.197,20.079
