iso3,date,year,month,dep_1m,dep_mean_3m,dep_vol_3m,dep_cum_3m,dep_mean_6m,dep_vol_6m,dep_cum_6m,dep_mean_12m,dep_vol_12m,dep_cum_12m,dep_skew_6m,dep_kurt_6m,dep_max_6m,dep_es90_6m,dep_skew_12m,dep_kurt_12m,dep_max_12m,dep_es90_12m,extreme_count_3m,extreme_count_6m,extreme_count_12m
AGO,1990-01-31,1990,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
AGO,1990-02-28,1990,2,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
AGO,1990-03-31,1990,3,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0
AGO,1990-04-30,1990,4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,0.0,0.0,0.0
AGO,1990-05-31,1990,5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-3.0,0.0,,,,,,0.0,0.0,0.0
AGO,1990-06-30,1990,6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-3.0,0.0,,,,,,0.0,0.0,0.0
AGO,1990-07-31,1990,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,,0.0,0.0,0.0
AGO,1990-08-31,1990,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,,0.0,0.0,0.0
AGO,1990-09-30,1990,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,,0.0,0.0,0.0
AGO,1990-10-31,1990,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,,0.0,0.0,0.0
AGO,1990-11-30,1990,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,,0.0,0.0,0.0
AGO,1990-12-31,1990,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,,0.0,0.0,0.0
AGO,1991-01-31,1991,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-02-28,1991,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
AGO,1991-03-31,1991,3,1.0,0.3333333333333333,0.5773502691896258,1.0,0.16666666666666666,0.408248290463863,1.0,0.08333333333333333,0.28867513459481287,1.0,2.4494897427831783,6.000000000000001,1.0,1.0,3.4641016151377544,11.999999999999996,1.0,0.08333333333333333,1.0,1.0,1.0
AGO,1991-04-30,1991,4,0.0,0.3333333333333333,0.5773502691896258,1.0,0.16666666666666666,0.408248290463863,1.0,0.08333333333333333,0.28867513459481287,1.0,2.4494897427831783,6.000000000000001,1.0,1.0,3.4641016151377544,11.999999999999996,1.0,0.08333333333333333,1.0,1.0,1.0
AGO,1991-05-31,1991,5,0.0,0.3333333333333333,0.5773502691896258,1.0,0.16666666666666666,0.408248290463863,1.0,0.08333333333333333,0.28867513459481287,1.0,2.4494897427831783,6.000000000000001,1.0,1.0,3.4641016151377544,11.999999999999996,1.0,0.08333333333333333,1.0,1.0,1.0
AGO,1991-06-30,1991,6,0.0,0.0,0.0,0.0,0.16666666666666666,0.408248290463863,1.0,0.08333333333333333,0.28867513459481287,1.0,2.4494897427831783,6.000000000000001,1.0,1.0,3.4641016151377544,11.999999999999996,1.0,0.08333333333333333,0.0,1.0,1.0
AGO,1991-07-31,1991,7,0.002740824921452001,0.000913608307150667,0.0015824160062019475,0.002740824921452001,0.167123470820242,0.4080259759199712,1.005481649842904,0.083561735410121,0.28860428218083056,1.005481649842904,2.449449997335471,5.999848225305537,1.0,1.0,3.4640552080894453,11.99976733048527,1.0,0.501370412460726,0.0,1.0,1.0
AGO,1991-08-31,1991,8,0.0,0.000913608307150667,0.0015824160062019475,0.002740824921452001,0.167123470820242,0.4080259759199712,1.005481649842904,0.083561735410121,0.28860428218083056,1.005481649842904,2.449449997335471,5.999848225305537,1.0,1.0,3.4640552080894453,11.999767330485273,1.0,0.501370412460726,0.0,1.0,1.0
AGO,1991-09-30,1991,9,0.0,0.000913608307150667,0.0015824160062019475,0.002740824921452001,0.0004568041535753335,0.0011189370886551383,0.002740824921452001,0.083561735410121,0.28860428218083056,1.005481649842904,2.4494896930021803,5.999886585223061,0.002740824921452001,0.002740824921452001,3.4640552080894453,11.999767330485273,1.0,0.501370412460726,0.0,0.0,1.0
AGO,1991-10-31,1991,10,0.0,0.0,0.0,0.0,0.0004568041535753335,0.0011189370886551383,0.002740824921452001,0.083561735410121,0.28860428218083056,1.005481649842904,2.4494896930021803,5.999886585223061,0.002740824921452001,0.002740824921452001,3.4640552080894453,11.999767330485273,1.0,0.501370412460726,0.0,0.0,1.0
AGO,1991-11-30,1991,11,0.5,0.16666666666666666,0.2886751345948129,0.5,0.08379013748690867,0.20390330516242244,0.5041112373821779,0.12522840207678768,0.3106915570554271,2.008222474764356,2.449330766019944,5.999391593895761,0.5,0.5,2.5554113712773536,6.244137259810222,1.0,0.75,1.0,1.0,2.0
AGO,1991-12-31,1991,12,1.0,0.5,0.5,2.0,0.25045680415357535,0.41800379128431736,2.008222474764356,0.20856173541012102,0.396350572828224,5.016444949528712,1.5374933261662234,1.4329991984522072,1.0,1.0,1.6380612282844735,1.131206242545304,1.0,1.0,2.0,2.0,3.0
AGO,1992-01-31,1992,1,0.0,0.5,0.5,2.0,0.25,0.4183300132670378,2.0,0.20856173541012102,0.396350572828224,5.016444949528712,1.5367224977156488,1.428571428571428,1.0,1.0,1.6380612282844735,1.131206242545304,1.0,1.0,2.0,2.0,3.0
AGO,1992-02-29,1992,2,0.0,0.3333333333333333,0.5773502691896258,1.0,0.25,0.4183300132670378,2.0,0.20856173541012102,0.396350572828224,5.016444949528712,1.5367224977156488,1.428571428571428,1.0,1.0,1.6380612282844735,1.131206242545304,1.0,1.0,1.0,2.0,3.0
AGO,1992-03-31,1992,3,0.0,0.0,0.0,0.0,0.25,0.4183300132670378,2.0,0.12522840207678768,0.3106915570554271,2.008222474764356,1.5367224977156488,1.428571428571428,1.0,1.0,2.5554113712773527,6.24413725981022,1.0,0.75,0.0,2.0,2.0
AGO,1992-04-30,1992,4,2.055555555555556,0.6851851851851852,1.186775553334231,2.055555555555556,0.5925925925925927,0.8207694873960225,8.166666666666668,0.296524698373084,0.6339051687862797,8.19179089511331,1.3963939654445197,1.4288031916183863,2.055555555555556,2.055555555555556,2.383481829234089,5.617953896417132,2.055555555555556,1.527777777777778,1.0,3.0,3.0
AGO,1992-05-31,1992,5,0.0,0.6851851851851852,1.186775553334231,2.055555555555556,0.5092592592592593,0.8566491327407708,5.111111111111112,0.296524698373084,0.6339051687862797,8.19179089511331,1.5686624457042495,1.6062580492581255,2.055555555555556,2.055555555555556,2.383481829234089,5.617953896417132,2.055555555555556,1.527777777777778,1.0,2.0,3.0
AGO,1992-06-30,1992,6,0.0,0.6851851851851852,1.186775553334231,2.055555555555556,0.3425925925925926,0.8391770415090519,2.055555555555556,0.296524698373084,0.6339051687862797,8.19179089511331,2.4494897427831788,6.000000000000003,2.055555555555556,2.055555555555556,2.383481829234089,5.617953896417132,2.055555555555556,1.527777777777778,1.0,1.0,3.0
AGO,1992-07-31,1992,7,0.0,0.0,0.0,0.0,0.3425925925925926,0.8391770415090519,2.055555555555556,0.29629629629629634,0.6340211280956494,8.166666666666668,2.4494897427831788,6.000000000000003,2.055555555555556,2.055555555555556,2.3831645582523446,5.616129029464073,2.055555555555556,1.527777777777778,0.0,1.0,3.0
AGO,1992-08-31,1992,8,0.0,0.0,0.0,0.0,0.3425925925925926,0.8391770415090519,2.055555555555556,0.29629629629629634,0.6340211280956494,8.166666666666668,2.4494897427831788,6.000000000000003,2.055555555555556,2.055555555555556,2.3831645582523446,5.616129029464073,2.055555555555556,1.527777777777778,0.0,1.0,3.0
AGO,1992-09-30,1992,9,0.0,0.0,0.0,0.0,0.3425925925925926,0.8391770415090519,2.055555555555556,0.29629629629629634,0.6340211280956494,8.166666666666668,2.4494897427831788,6.000000000000003,2.055555555555556,2.055555555555556,2.3831645582523446,5.616129029464073,2.055555555555556,1.527777777777778,0.0,1.0,3.0
AGO,1992-10-31,1992,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29629629629629634,0.6340211280956494,8.166666666666668,0.0,-3.0,0.0,0.0,2.3831645582523446,5.616129029464073,2.055555555555556,1.527777777777778,0.0,0.0,3.0
AGO,1992-11-30,1992,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2546296296296297,0.6358440104982468,5.111111111111112,0.0,-3.0,0.0,0.0,2.5843762221945177,6.44551143765331,2.055555555555556,1.527777777777778,0.0,0.0,2.0
AGO,1992-12-31,1992,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17129629629629636,0.5933877766671154,2.055555555555556,0.0,-3.0,0.0,0.0,3.464101615137756,12.000000000000004,2.055555555555556,0.1712962962962963,0.0,0.0,1.0
AGO,1993-01-31,1993,1,9.012727272727272,3.004242424242424,5.203500517041772,9.012727272727272,1.502121212121212,3.679430501507943,9.012727272727272,0.9223569023569024,2.615437638863666,29.594444444444445,2.4494897427831783,6.0,9.012727272727272,9.012727272727272,3.1899714329511415,10.423908608980664,9.012727272727272,5.534141414141414,1.0,1.0,2.0
AGO,1993-02-28,1993,2,0.2647539495187943,3.0924937407486888,5.1287812848979195,11.663636363636362,1.5462468703743444,3.659346150379683,11.663636363636362,0.9444197314834687,2.6080559223950597,37.69444444444444,2.4449296709459705,5.982218376544734,9.012727272727272,9.012727272727272,3.189756092154796,10.429802868163232,9.012727272727272,5.534141414141414,2.0,2.0,3.0
AGO,1993-03-31,1993,3,-0.42569992821249103,2.9505937646778584,5.26130009041303,6.272727272727272,1.4752968823389292,3.699231342562779,6.272727272727272,0.908944737465761,2.624910564502459,21.22222222222222,2.429482067725866,5.925469273463384,9.012727272727272,9.012727272727272,3.1669285015782744,10.31633905625084,9.012727272727272,5.534141414141414,2.0,2.0,3.0
AGO,1993-04-30,1993,4,0.0,-0.05364865956456558,0.34833930774942795,-0.2736517159978209,1.4752968823389292,3.699231342562779,6.272727272727272,0.7376484411694646,2.6103128565907228,6.272727272727272,2.429482067725866,5.9254692734633885,9.012727272727272,9.012727272727272,3.443117905482249,11.897136268046099,9.012727272727272,4.638740611123033,1.0,2.0,2.0
AGO,1993-05-31,1993,5,0.0,-0.14189997607083035,0.24577796814749117,-0.42569992821249103,1.4752968823389292,3.699231342562779,6.272727272727272,0.7376484411694646,2.6103128565907228,6.272727272727272,2.429482067725866,5.9254692734633885,9.012727272727272,9.012727272727272,3.443117905482249,11.897136268046099,9.012727272727272,4.638740611123033,0.0,2.0,2.0
AGO,1993-06-30,1993,6,0.0,0.0,0.0,0.0,1.4752968823389292,3.699231342562779,6.272727272727272,0.7376484411694646,2.6103128565907228,6.272727272727272,2.429482067725866,5.9254692734633885,9.012727272727272,9.012727272727272,3.443117905482249,11.897136268046099,9.012727272727272,4.638740611123033,0.0,2.0,2.0
AGO,1993-07-31,1993,7,0.0,0.0,0.0,0.0,-0.02682432978228279,0.22226012447414586,-0.2736517159978209,0.7376484411694646,2.6103128565907228,6.272727272727272,-1.0545573244657809,3.0850315204879992,0.2647539495187943,0.2647539495187943,3.443117905482249,11.897136268046099,9.012727272727272,4.638740611123033,0.0,1.0,2.0
AGO,1993-08-31,1993,8,0.0,0.0,0.0,0.0,-0.07094998803541518,0.173791267943342,-0.42569992821249103,0.7376484411694646,2.6103128565907228,6.272727272727272,-2.4494897427710205,6.000000000000001,0.0,0.0,3.443117905482249,11.897136268046099,9.012727272727272,4.638740611123033,0.0,0.0,2.0
AGO,1993-09-30,1993,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7376484411694646,2.6103128565907228,6.272727272727272,0.0,-3.0,0.0,0.0,3.443117905482249,11.897136268046099,9.012727272727272,4.638740611123033,0.0,0.0,2.0
AGO,1993-10-31,1993,10,0.625,0.20833333333333334,0.3608439182435161,0.625,0.10416666666666667,0.2551551815399144,0.625,0.789731774502798,2.6004733427050586,10.818181818181817,2.449489742786563,6.0,0.625,0.625,3.412717802360336,11.739504799586216,9.012727272727272,4.818863636363636,1.0,1.0,3.0
AGO,1993-11-30,1993,11,0.0,0.20833333333333334,0.3608439182435161,0.625,0.10416666666666667,0.2551551815399144,0.625,0.789731774502798,2.6004733427050586,10.818181818181817,2.449489742786563,6.000000000000003,0.625,0.625,3.412717802360336,11.739504799586216,9.012727272727272,4.818863636363636,1.0,1.0,3.0
AGO,1993-12-31,1993,12,0.0,0.20833333333333334,0.3608439182435161,0.625,0.10416666666666667,0.2551551815399144,0.625,0.789731774502798,2.6004733427050586,10.818181818181817,2.449489742786563,6.000000000000003,0.625,0.625,3.412717802360336,11.739504799586216,9.012727272727272,4.818863636363636,1.0,1.0,3.0
AGO,1994-01-31,1994,1,0.0,0.0,0.0,0.0,0.10416666666666667,0.2551551815399144,0.625,0.038671168442191935,0.23817384243861447,0.180315961503541,2.449489742786563,6.000000000000005,0.625,0.625,0.9080967572450124,4.159971014333411,0.625,0.44487697475939714,0.0,1.0,2.0
AGO,1994-02-28,1994,2,1.7440000000000002,0.5813333333333334,1.0068988694667076,1.7440000000000002,0.39483333333333337,0.7066542058649808,3.4590000000000005,0.1619416726489591,0.5476130157158939,1.5608040201005027,1.8888907023171932,3.331831637020188,1.7440000000000002,1.7440000000000002,2.536241504644802,7.2440435883515155,1.7440000000000002,1.1845,1.0,2.0,2.0
AGO,1994-03-31,1994,3,0.9623233908948192,0.9021077969649398,0.8735579192670893,4.384615384615384,0.5552205651491365,0.7083230975869901,7.75,0.27761028257456827,0.5586849560082815,7.75,1.0419653862436657,0.17287121771355496,1.7440000000000002,1.7440000000000002,2.07917668341609,3.9107733049052915,1.7440000000000002,1.3531616954474097,2.0,3.0,3.0
AGO,1994-04-30,1994,4,0.9320285714285714,1.2127839874411304,0.46029586465754,9.403230769230769,0.6063919937205652,0.7252602383051309,9.403230769230769,0.3552793301936159,0.5809258861404394,15.905249999999999,0.6943286900168849,-0.9173472162652985,1.7440000000000002,1.7440000000000002,1.532810670715135,1.6372714387250227,1.7440000000000002,1.3531616954474097,3.0,3.0,4.0
AGO,1994-05-31,1994,5,0.09136215081113863,0.6619047043781764,0.4943364725515613,3.137642969275622,0.621619018855755,0.7107974931869381,10.353692307692308,0.3628928427612108,0.5764276368126497,17.44975,0.7133065923933656,-0.8000010144404945,1.7440000000000002,1.7440000000000002,1.5364961773224275,1.681474925559777,1.7440000000000002,1.3531616954474097,2.0,3.0,4.0
AGO,1994-06-30,1994,6,0.5377986151573868,0.5203964457990323,0.42060329802821866,2.242514285714286,0.7112521213819861,0.6478543784935431,16.459692307692308,0.4077093940243264,0.5664687715038855,27.372,0.5790678625927397,-0.09723692461589181,1.7440000000000002,1.7440000000000002,1.365394520883084,1.3796592569030708,1.7440000000000002,1.3531616954474097,2.0,4.0,5.0
AGO,1994-07-31,1994,7,0.10235443394896371,0.24383839997249637,0.2546363360869893,0.8500761597728514,0.7283111937068133,0.6263716501511989,18.246769230769228,0.41623893018673996,0.5605109054004801,30.276,0.6817702428765898,0.06373313121357693,1.7440000000000002,1.7440000000000002,1.3789577345653918,1.4596182459932956,1.7440000000000002,1.3531616954474097,2.0,5.0,6.0
AGO,1994-08-31,1994,8,0.08162808543291988,0.24059371151309014,0.25759553847721084,0.833574980690795,0.4512492079456332,0.42135553826658434,6.586678627494953,0.4230412706394833,0.5554728971538795,32.829,0.423851254232016,-2.4310047744882333,0.9623233908948192,0.9623233908948192,1.3947867785860826,1.532443201805349,1.7440000000000002,1.3531616954474097,2.0,4.0,6.0
AGO,1994-09-30,1994,9,0.0381107925152977,0.0740311039657271,0.03278867124060291,0.2377784435358805,0.2972137748823797,0.36189155561654685,3.0135142857142867,0.42621717001575815,0.5529374495678212,34.11825,1.4318689672630642,0.9187936018443787,0.9320285714285714,0.9320285714285714,1.405434320318907,1.571268845794948,1.7440000000000002,1.3531616954474097,1.0,3.0,6.0
AGO,1994-10-31,1994,10,1.9427149701366098,0.6874846160282758,1.0872791132464192,2.304226883233151,0.4656615080003861,0.7468954431573896,5.113071383150205,0.5360267508604756,0.7057356761314306,62.5956923076923,2.1511589883783393,4.663893648502572,1.9427149701366098,1.9427149701366098,1.1908319381802142,0.11376557762157573,1.9427149701366098,1.843357485068305,1.0,3.0,6.0
