iso3,date,year,month,target,dep_1m,dep_mean_3m,dep_vol_3m,dep_cum_3m,dep_mean_6m,dep_vol_6m,dep_cum_6m,dep_mean_12m,dep_vol_12m,dep_cum_12m,dep_skew_6m,dep_kurt_6m,dep_max_6m,dep_es90_6m,dep_skew_12m,dep_kurt_12m,dep_max_12m,dep_es90_12m,extreme_count_3m,extreme_count_6m,extreme_count_12m,macro_current_account_pct_gdp,macro_exports_vol_pct,macro_fiscal_balance_pct_gdp,macro_gdp_growth_pct,macro_gdp_usd_bn,macro_govt_gross_debt_pct_gdp,macro_gross_savings_pct_gdp,macro_imports_vol_pct,macro_inflation_avg_pct,macro_inflation_eop_pct,macro_investment_pct_gdp
GMB,2005-11-30,2005,11,0,0.0026237842302379,0.0013758256529775,0.00432001457721,0.004114448703093,-0.0018226259819154,0.0057204491710233,-0.010967438332303,-0.0051208137483019,0.0063820458212219,-0.0599613475615246,-0.8576407216327014,1.2858552575894366,0.0049344861395845,0.0049344861395845,-0.3762011380639482,0.0719270145314186,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-4.626,-19.826,-1.732,6.874,0.843,91.694,2.832,-15.754,17.032,17.564,10.039
GMB,2005-12-31,2005,12,0,-0.000997766565233,-0.0006015919152949,0.0030466692252432,-0.0018129632191983,-5.975631812806599e-05,0.0031794129124395,-0.000383718947189,-0.0044112188085497,0.0063224156982459,-0.0518799095513622,0.8659384308639803,-0.5758213774580664,0.0049344861395845,0.0049344861395845,-0.7260150703065948,0.5603007363656368,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-4.626,-19.826,-1.732,6.874,0.843,91.694,2.832,-15.754,17.032,17.564,10.039
GMB,2006-01-31,2006,1,0,0.0020863841221547,0.0012374672623865,0.0019543291475942,0.0037131708984237,0.0006604422975733,0.0030759156976354,0.0039454895718715,-0.0041182829786789,0.0065504816017956,-0.0485422804477603,0.0875553741400107,-1.1370596008399034,0.0049344861395845,0.0049344861395845,-0.717725927955048,0.2636209348597237,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-02-28,2006,2,0,-0.0018940535939134,-0.0002684786789972,0.0020880293864371,-0.0008095757184095,0.0005536734869901,0.003165450692591,0.0033015420269189,-0.0038787449770924,0.0065770452166454,-0.0457942530840331,0.1408295161076868,-1.467684726406152,0.0049344861395845,0.0049344861395845,-0.8359163557046407,0.3587698251628485,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-03-31,2006,3,0,0.0001563604962313,0.0001162303414908,0.0019905222743936,0.0003447687561313,-0.000242680786902,0.0023350223885154,-0.0014688195161409,-0.003101064504755,0.0064441555485249,-0.0368069815195067,-0.0256310721019806,-1.3514468582009873,0.0026237842302379,0.0026237842302379,-1.2380809625418223,1.3961110693663523,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-04-30,2006,4,0,0.0003766277603083,-0.0004536884457912,0.0012522452782274,-0.0013620160675332,0.0003918894082976,0.00173580256665,0.0023460974324651,-0.0015798317213983,0.0045001048818642,-0.0189040198483494,0.0769396350972884,-1.3076438293460806,0.0026237842302379,0.0026237842302379,-0.9901268960885048,1.2535180875607694,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-05-31,2006,5,0,-0.0042763122844529,-0.0012477746759711,0.0026251017982909,-0.0037455446142693,-0.0007581266774841,0.002188176561185,-0.004552088030707,-0.0012903763296998,0.0041665088199429,-0.0154696016182499,-0.5665047873360071,0.5496739101143996,0.0020863841221547,0.0020863841221547,-1.1733577498851857,2.851764478382512,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-06-30,2006,6,0,0.000702700581779,-0.0010656613141218,0.0027852810650245,-0.0032013359626215,-0.0004747154863154,0.0022598779126548,-0.0028576709271079,-0.0002672359022217,0.0026387866800899,-0.0032402933318174,-1.0007796111815712,0.6891428953242995,0.0020863841221547,0.0020863841221547,0.414617371199011,-0.0831312048826036,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-07-31,2006,7,0,-0.0008839968062052,-0.0014858695029597,0.0025434878293089,-0.0044574517582961,-0.0009697789743754,0.0018800528583829,-0.0058133967049143,-0.000154668338401,0.0025752695328112,-0.0018908438291191,-1.2817902771417853,1.200974953410043,0.000702700581779,0.000702700581779,0.3357448319801306,0.163395029152232,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-08-31,2006,8,0,-0.0007063960955561,-0.0002958974399941,0.0008693583898001,-0.0008881849993045,-0.0007718360579825,0.0018249927304623,-0.0046304028770333,-0.0001090812854962,0.0025588404587863,-0.0013441483198143,-1.8518450700857,3.72295173597183,0.000702700581779,0.000702700581779,0.2856540065655105,0.2344967796377964,0.0049344861395845,0.0037791351849112,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-09-30,2006,9,0,0.0009246763632728,-0.0002219055128295,0.000996931794083,-0.0006665621079047,-0.0006437834134756,0.0019272370380848,-0.0038657641812789,-0.0004432321001888,0.0020519505294913,-0.0053289055875457,-1.7008718541591674,3.113789193603026,0.0009246763632728,0.0009246763632728,-0.4601549337985279,-0.163876417178618,0.0026237842302379,0.0023550841761963,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-10-31,2006,10,0,-0.0010522298355311,-0.0002779831892714,0.0010557901038624,-0.0008348317492935,-0.0008819263461155,0.0018631441266171,-0.005288562285341,-0.0002450184689089,0.0018411805171294,-0.0029548723352749,-1.3560176616741912,2.447031985168837,0.0009246763632728,0.0009246763632728,-0.5640381018127743,1.0756486669213796,0.0026237842302379,0.0023550841761963,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-11-30,2006,11,0,0.0008248173618699,0.0002324212965371,0.001113660340219,0.0006961849067113,-3.173807172844929e-05,0.0009392260385735,-0.000192618433584,-0.0003949323746063,0.0016496344579098,-0.0047438296482252,-0.0323695008687724,-3.1148995459083295,0.0009246763632728,0.0009246763632728,-1.000073897221364,1.870257186228184,0.0020863841221547,0.0015055302427137,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2006-12-31,2006,12,0,0.0006279143610437,0.0001335006291274,0.0010315814311247,0.000399490649422,-4.42024418509993e-05,0.00092795870499,-0.0002673377438119,-0.0002594589640832,0.0016623313895548,-0.0031242447076218,-0.0140798393023006,-3.061308706410735,0.0009246763632728,0.0009246763632728,-1.2408106053577284,2.226907282887039,0.0020863841221547,0.0015055302427137,0.0,0.0,0.0,-2.72,20.0,-1.766,7.046,0.962,81.303,11.559,23.941,14.287,8.09,14.279
GMB,2007-01-31,2007,1,0,-0.0024423376558549,-0.0003298686443137,0.0018320989851719,-0.0009926373445877,-0.0003039259167926,0.0013376544412114,-0.0018266404087103,-0.000636852445584,0.0015940135637293,-0.0076294181282918,-0.7722182695323523,-0.585999145073329,0.0009246763632728,0.0009246763632728,-1.1654489681084417,1.0030182370509886,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-02-28,2007,2,0,-0.0030166128156007,-0.0016103453701373,0.0019595415172785,-0.0048270916505227,-0.0006889620368,0.0017466406673596,-0.0041342672921619,-0.0007303990473913,0.001703668895107,-0.0087455268460311,-0.4557685417743373,-2.1989991967828235,0.0009246763632728,0.0009246763632728,-1.0101824431843098,0.027597457662837,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-03-31,2007,3,0,-0.0075535957553595,-0.0043375154089383,0.0027999692115709,-0.012963999586407,-0.0021020073899054,0.003091697019068,-0.0125696879335989,-0.0013728954016905,0.0025715827596969,-0.0163868606654939,-1.18012338173876,1.5195873752745042,0.0008248173618699,0.0008248173618699,-1.4160985614467148,1.8557392494390168,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-04-30,2007,4,0,-0.0066213204350636,-0.0057305096686746,0.0023960825142394,-0.0170989048694706,-0.0030301891564941,0.0035198290135764,-0.0180745692025334,-0.0019560577513048,0.0029099767402093,-0.023267543002866,-0.2230468667922072,-1.757846043371055,0.0008248173618699,0.0008248173618699,-0.9090641205045642,-0.2681685354709876,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-05-31,2007,5,0,-0.0089709090909091,-0.0077152750937774,0.0011831089845256,-0.0229690972969095,-0.0046628102319573,0.0036437439550637,-0.0276853150096503,-0.0023472741518429,0.0035050037721118,-0.0278726007412239,0.3217146095225293,-1.309195898732885,0.0006279143610437,0.0006279143610437,-0.9594835702962452,-0.4951237853146674,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-06-30,2007,6,0,-0.0270389273959483,-0.0142103856406403,0.0111717838498903,-0.0421517665885207,-0.0092739505247893,0.0090720175690627,-0.0545693106903077,-0.0046590764833201,0.0078124481070638,-0.0548220599977183,-2.016593906332011,4.432533252315927,-0.0024423376558549,-0.0024423376558549,-2.438044630251891,6.736038489539998,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-07-31,2007,7,0,-0.045451117044546,-0.0271536511771344,0.018240374564263,-0.0795927272727271,-0.0164420804229045,0.0165247174829502,-0.0953306836702597,-0.0083730031698485,0.0139986951634346,-0.096983189199988,-1.4038466549365856,0.9965973175750652,-0.0030166128156007,-0.0030166128156007,-2.145681123364651,4.341711854022468,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-08-31,2007,8,0,-0.0823943550681121,-0.0516281331695354,0.0281899359585706,-0.1477839380919006,-0.0296717041316564,0.0299488000728166,-0.1673585717358567,-0.0151803330842282,0.0252620896622208,-0.1708009339588282,-1.3237028859733158,1.1407441417704822,-0.0066213204350636,-0.0066213204350636,-2.1168833330703123,4.309612177569448,0.0009246763632728,0.0008747468625713,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-09-30,2007,9,0,-0.1789655424809586,-0.1022703381978722,0.0689406736182256,-0.2808563756769395,-0.0582403619192562,0.065401962253773,-0.3111695498730279,-0.0301711846545808,0.0529917839543396,-0.3198279336702845,-1.5914138951854286,2.424309618360871,-0.0066213204350636,-0.0066213204350636,-2.4053335246377143,6.000196172433489,0.0008248173618699,0.0007263658614568,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-10-31,2007,10,0,0.0199117944737821,-0.0804827010250962,0.0994524489614885,-0.2316128828344764,-0.0538181761011153,0.07030360314222,-0.2927709090909091,-0.0284241826288047,0.0543667578154309,-0.3055537702365902,-1.271358269799975,1.7753567494853717,0.0199117944737821,0.0199117944737821,-2.274616235528349,5.535115136354301,0.0199117944737821,0.010368305917826,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-11-30,2007,11,0,0.097342766648842,-0.0205703271194448,0.1425330559907383,-0.0811041217272248,-0.0360992301444901,0.09345327180338,-0.2169021733147912,-0.0203810201882237,0.0651562457025653,-0.2385824833299438,-0.1703379139626641,0.6159037324101984,0.097342766648842,0.097342766648842,-0.9935996601354076,3.3356492734175767,0.097342766648842,0.058627280561312,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2007-12-31,2007,12,0,0.0561053322087903,0.0577866311104714,0.0387428565995244,0.1819855158345176,-0.0222418535437003,0.1009306702336908,-0.1499826522454028,-0.0157579020342448,0.0686565947366117,-0.1963675129871749,-0.5292000718294957,-0.4352971004074605,0.097342766648842,0.097342766648842,-0.9443506548325432,2.505478931349177,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-6.283,8.9,-3.332,-2.352,1.028,82.596,7.503,0.226,4.959,4.846,13.786
GMB,2008-01-31,2008,1,0,-0.0086870103019601,0.048253696185224,0.0534491771802347,0.1488420879437293,-0.016114502419936,0.1003541710557197,-0.1172445399664969,-0.0162782914214202,0.068570104540008,-0.2013982214851454,-0.8090898401222953,0.0804307452819748,0.097342766648842,0.097342766648842,-0.9212862872938106,2.497329809451437,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-02-29,2008,2,0,-0.020726292987701,0.008897342973043,0.0413241063745921,0.0252319370255837,-0.0058364920732008,0.0952357317464981,-0.0579185987935777,-0.0177540981024286,0.0684492035527587,-0.2155839965583992,-1.3334980390179585,2.488860585485342,0.097342766648842,0.097342766648842,-0.8493686737355245,2.432730234780721,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-03-31,2008,3,0,-0.1105413496035283,-0.0466515509643964,0.0556566784807393,-0.136543120047561,0.0055675400730375,0.0714959445096773,0.0205935256514468,-0.0263364109231093,0.0733359510062168,-0.2969841023288405,-0.5593014983741764,0.7092702526428271,0.097342766648842,0.097342766648842,-0.4884896523312254,0.8046692802400579,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-04-30,2008,4,0,0.0336453976507824,-0.0325407483134823,0.0728157986767176,-0.0996705991872393,0.0078564739358708,0.0722627477323228,0.0343363086668586,-0.0229808510826222,0.0752171365838292,-0.2684872727272726,-0.6690285807951608,0.6101330013544286,0.097342766648842,0.097342766648842,-0.5601078764485875,0.5251760700170507,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-05-31,2008,5,0,0.0261227046319956,-0.0169244157735834,0.0811618472704627,-0.0565983409885515,-0.0040135364002701,0.0593127292866861,-0.0327944897385433,-0.0200563832723801,0.0764829419841767,-0.2425834669562949,-1.316390360418237,1.937493946269477,0.0561053322087903,0.0561053322087903,-0.642283230824842,0.3840901906271231,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-06-30,2008,6,0,0.0004311576826001,0.0200664199884593,0.0174156645560437,0.0611043171751841,-0.0132925654879685,0.051920851177486,-0.0837821769878522,-0.0177672095158344,0.0766658298747332,-0.2211989561177232,-1.613513960184918,3.069029007911799,0.0336453976507824,0.0336453976507824,-0.7430610253147106,0.461800717441393,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-07-31,2008,7,0,0.013907316836957,0.0134870597171842,0.0128509283010325,0.0408418917709754,-0.009526844298149,0.0531270410589842,-0.0628994432410173,-0.0128206733590425,0.0766321807659555,-0.1727693669205726,-1.78563392502483,3.374850976170414,0.0336453976507824,0.0336453976507824,-0.9639223283628672,0.7877462911005358,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-08-31,2008,8,0,0.0206942335062232,0.0116775693419267,0.0103139173390695,0.035335552099835,-0.0026234232158283,0.054063582965401,-0.0232627225154817,-0.0042299576445146,0.0738515399335877,-0.0798339770168389,-2.2177233227991193,5.091634559175093,0.0336453976507824,0.0336453976507824,-1.396374453730328,2.2358727093681106,0.097342766648842,0.0767240494288161,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-09-30,2008,9,0,0.0817630957115784,0.0387882153515862,0.0373717248188468,0.1195051087114427,0.0294273176700227,0.0280202098784314,0.1879117039533857,0.0174974288715301,0.0532505895620319,0.2123749941004036,1.5628227736009304,3.14508851436484,0.0817630957115784,0.0817630957115784,-0.9688004718197986,2.46208141635832,0.097342766648842,0.0895529311802102,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-10-31,2008,10,0,0.076651570792728,0.0597029666701765,0.0338790919158318,0.1887841361721638,0.0365950131936803,0.0341459910903485,0.2373363292007597,0.0222257435647756,0.0559358219934038,0.2798218913249151,0.6953522040141463,-1.724863242596257,0.0817630957115784,0.0817630957115784,-1.0119539694639548,1.918712266686177,0.097342766648842,0.0895529311802102,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-11-30,2008,11,0,0.0549957816078101,0.0711368160373721,0.0142102662216873,0.2287345296305827,0.0414071926896494,0.034408487732888,0.2721525426192106,0.0186968281446896,0.0519605158756318,0.230432949114423,0.0996290085210028,-2.3525307439458496,0.0817630957115784,0.0817630957115784,-1.3197657477889595,2.730873428823147,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2008-12-31,2008,12,0,0.0107502313413228,0.0474658612472869,0.033589751574687,0.1480736540233318,0.0431270382994365,0.0321334304455854,0.2852743208561332,0.014917236405734,0.0506244423274002,0.1775912402282231,0.2427519014080475,-2.5783494517096095,0.0817630957115784,0.0817630957115784,-1.2021610920670849,2.8502374336297804,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-4.296,6.856,-3.194,-0.556,1.054,87.344,11.338,-3.113,2.056,0.423,15.634
GMB,2009-01-31,2009,1,0,-0.0177455437222047,0.016000156408976,0.0366537363389291,0.0474144963808806,0.0378515615395763,0.0396168700186675,0.2451497372943474,0.0141623586207136,0.0510739521122136,0.1668305120668338,-0.2349079667446749,-1.631841918140533,0.0817630957115784,0.0817630957115784,-1.1352503584242877,2.531035259768903,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-02-28,2009,2,0,0.0014961251962708,-0.0018330623948703,0.0145366748821914,-0.0057007071618703,0.0346518768212509,0.0419842777788732,0.2217298738974804,0.0160142268027112,0.0500872846293119,0.1933091108521287,-0.0279369578503571,-2.3565703530871285,0.0817630957115784,0.0817630957115784,-1.3017341435551482,3.2911722586486354,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-03-31,2009,3,0,0.0101646099991574,-0.0020282695089254,0.0142849637282009,-0.006276796949763,0.0227187958691807,0.0356066473234985,0.1408674288136548,0.0260730567696017,0.0307480084654627,0.3552497713469467,0.7376265724789302,-0.8171761406707619,0.076651570792728,0.076651570792728,0.7554619532236941,-0.2446187404107075,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-04-30,2009,4,0,0.0160223843249065,0.0092277065067782,0.0073083098034759,0.0278854034911533,0.0126139314578771,0.0239274514986086,0.0766220722349446,0.0246044723257787,0.0307743031195892,0.3321436027957019,1.0246531015647264,2.4874372737531925,0.0549957816078101,0.0549957816078101,0.9200399998389496,-0.0263543582923741,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-05-31,2009,5,0,-0.0023098566321618,0.0079590458973007,0.0093630203130476,0.0239791345910795,0.0030629917512151,0.0121802316007094,0.0181417294049104,0.0222350922204323,0.031726592783825,0.2952315898091775,-1.0259970932764362,0.82837762731367,0.0160223843249065,0.0160223843249065,1.042441852570115,-0.0128616692102728,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-06-30,2009,6,0,0.0048522292256483,0.006188252306131,0.009238857228071,0.0185941042571813,0.0020799913986027,0.0116627628742025,0.0122005958905331,0.0226035148490196,0.0314750509107011,0.3009554334533784,-0.8731762238112781,1.202711304385654,0.0160223843249065,0.0160223843249065,1.0433835439614183,0.0235921869030785,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-07-31,2009,7,0,-0.0029631899518322,-0.0001402724527818,0.0043359561648481,-0.0004395256338298,0.0045437170269981,0.0074305095488036,0.0274336215076793,0.0211976392832872,0.0322656330388521,0.2793087039076669,0.670391604116408,-0.7786272843602345,0.0160223843249065,0.0160223843249065,1.0733804653620318,-0.0478883199031554,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-08-31,2009,8,0,-0.0056632915551763,-0.0012580840937867,0.0054611888644629,-0.0037992471111709,0.0033504809017569,0.0085136912593856,0.0200887848220849,0.0190011788615039,0.0331869973947839,0.2462729424449203,0.5781340946812443,-1.298513986050968,0.0160223843249065,0.0160223843249065,1.1672403353376395,-0.0040014333738286,0.0817630957115784,0.0792073332521532,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-09-30,2009,9,0,0.0118220797761121,0.0010651994230345,0.009413049100313,0.0031105951163228,0.0036267258645827,0.0088010506049643,0.021762538103399,0.0131727608668817,0.0266628453402809,0.1656955997041385,0.5103536604517452,-1.7350139425195552,0.0160223843249065,0.0160223843249065,1.626488965272784,2.3538445547715776,0.076651570792728,0.065823676200269,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-10-31,2009,10,0,-0.0015881497313503,0.0015235461631951,0.0091485813738168,0.0044940118567837,0.0006916368552066,0.0064675583122847,0.0040525109895441,0.0066527841565418,0.01783302491672,0.0809850950142627,1.2271112760368417,0.7772981527066388,0.0118220797761121,0.0118220797761121,1.834125209320884,5.109991458902469,0.0549957816078101,0.0355090829663583,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-11-30,2009,11,0,0.0007395899921209,0.0036578400122942,0.0071655914791366,0.0109622998303291,0.0011998779592537,0.0063022223833118,0.0071214042331959,0.0021314348552344,0.0092970856777005,0.0253923282266881,0.9948079606143884,0.6227170194252748,0.0118220797761121,0.0118220797761121,-0.5201953464463558,0.5400506788042113,0.0160223843249065,0.0139222320505093,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2009-12-31,2009,12,0,0.0005162162463279,-0.0001107811643004,0.0012843042356652,-0.0003339567192092,0.000477209129367,0.006042917457355,0.0027755995929736,0.0012786002639848,0.0088953061130275,0.0150100594524946,1.603004808065392,3.275221723376512,0.0118220797761121,0.0118220797761121,-0.3474962211110212,0.9970563083771,0.0160223843249065,0.0139222320505093,0.0,0.0,0.0,-5.18,1.69,0.275,3.043,1.28,38.023,7.324,-7.777,5.37,6.02,12.503
GMB,2010-01-31,2010,1,0,-0.0001855934908649,0.0003567375825279,0.0004827693056141,0.0010703613956324,0.0009401418728615,0.0058292602979709,0.0055691834692195,0.0027419294499298,0.0066395577656423,0.0331555878483,1.4887699096626978,3.429469132747632,0.0118220797761121,0.0118220797761121,0.9219351413213814,-0.1308101968231907,0.0160223843249065,0.0139222320505093,0.0,0.0,0.0,-7.563,-3.96,-0.454,6.256,1.562,39.528,2.891,-0.397,4.451,6.835,10.454
GMB,2010-02-28,2010,2,0,6.669932894753927e-05,0.0001324406948035,0.0003554935613809,0.0003972483239611,0.0018951403535488,0.0049312638209246,0.0113639029095244,0.0026228106276529,0.0066766591876766,0.0316809747318982,2.2933469241409257,5.461546321129407,0.0118220797761121,0.0118220797761121,0.9645774597535643,-0.1168428904419496,0.0160223843249065,0.0139222320505093,0.0,0.0,0.0,-7.563,-3.96,-0.454,6.256,1.562,39.528,2.891,-0.397,4.451,6.835,10.454
GMB,2010-03-31,2010,3,0,0.0028470846107224,0.0009093968162683,0.0016828215616352,0.0027278395328611,0.0003993078259839,0.0014507788407749,0.0023929718333108,0.0020130168452833,0.0062454706247262,0.0242075870774125,0.6503727453326466,1.9105375315080615,0.0028470846107224,0.0028470846107224,1.339095523878696,1.4030337628093217,0.0160223843249065,0.0139222320505093,0.0,0.0,0.0,-7.563,-3.96,-0.454,6.256,1.562,39.528,2.891,-0.397,4.451,6.835,10.454
GMB,2010-04-30,2010,4,0,0.0089118025027468,0.0039418621474722,0.0045230372461441,0.0118517451003949,0.0021492998650001,0.0034831463214798,0.0129347921464537,0.0014204683601033,0.0050107379101697,0.0170397215233188,1.99258810699944,3.9803686435114978,0.0089118025027468,0.0089118025027468,0.9214114316407463,0.5090363290712875,0.0118220797761121,0.0103669411394294,0.0,0.0,0.0,-7.563,-3.96,-0.454,6.256,1.562,39.528,2.891,-0.397,4.451,6.835,10.454
GMB,2010-05-31,2010,5,0,0.0539958052934579,0.021918230802309,0.0279450047361572,0.0664163656587133,0.0110253357485562,0.021326182530704,0.0668399977726161,0.006112606853905,0.0158465344757893,0.0744373966488964,2.3167028601156927,5.446625358174265,0.0539958052934579,0.0539958052934579,2.914729240440494,9.192022911062768,0.0539958052934579,0.032908942534785,0.0,0.0,0.0,-7.563,-3.96,-0.454,6.256,1.562,39.528,2.891,-0.397,4.451,6.835,10.454
GMB,2010-06-30,2010,6,0,-0.0302516524600242,0.0108853184453935,0.0421583871651073,0.0312195391070559,0.0058973576308309,0.0272382140092499,0.0340325405328907,0.0031872833800989,0.0190222831016302,0.0369026008315156,0.9443287133162244,2.731220701523857,0.0539958052934579,0.0539958052934579,1.4813442209308676,5.5096497622914775,0.0539958052934579,0.032908942534785,0.0,0.0,0.0,-7.563,-3.96,-0.454,6.256,1.562,39.528,2.891,-0.397,4.451,6.835,10.454
