iso3,date,year,month,exchange_rate,depreciation,is_structural_break
AGO,1990-01-31,1990,1,2.9918e-08,,False
AGO,1990-02-28,1990,2,2.9918e-08,0.0,False
AGO,1990-03-31,1990,3,2.9918e-08,0.0,False
AGO,1990-04-30,1990,4,2.9918e-08,0.0,False
AGO,1990-05-31,1990,5,2.9918e-08,0.0,False
AGO,1990-06-30,1990,6,2.9918e-08,0.0,False
AGO,1990-07-31,1990,7,2.9918e-08,0.0,False
AGO,1990-08-31,1990,8,2.9918e-08,0.0,False
AGO,1990-09-30,1990,9,2.9918e-08,0.0,False
AGO,1990-10-31,1990,10,2.9918e-08,0.0,False
AGO,1990-11-30,1990,11,2.9918e-08,0.0,False
AGO,1990-12-31,1990,12,2.9918e-08,0.0,False
AGO,1991-01-31,1991,1,2.9918e-08,0.0,False
AGO,1991-02-28,1991,2,2.9918e-08,0.0,False
AGO,1991-03-31,1991,3,5.9836e-08,1.0,False
AGO,1991-04-30,1991,4,5.9836e-08,0.0,False
AGO,1991-05-31,1991,5,5.9836e-08,0.0,False
AGO,1991-06-30,1991,6,5.9836e-08,0.0,False
AGO,1991-07-31,1991,7,6e-08,0.002740824921452001,False
AGO,1991-08-31,1991,8,6e-08,0.0,False
AGO,1991-09-30,1991,9,6e-08,0.0,False
AGO,1991-10-31,1991,10,6e-08,0.0,False
AGO,1991-11-30,1991,11,9e-08,0.5,False
AGO,1991-12-31,1991,12,1.8e-07,1.0,False
AGO,1992-01-31,1992,1,1.8e-07,0.0,False
AGO,1992-02-29,1992,2,1.8e-07,0.0,False
AGO,1992-03-31,1992,3,1.8e-07,0.0,False
AGO,1992-04-30,1992,4,5.5e-07,2.055555555555556,False
AGO,1992-05-31,1992,5,5.5e-07,0.0,False
AGO,1992-06-30,1992,6,5.5e-07,0.0,False
AGO,1992-07-31,1992,7,5.5e-07,0.0,False
AGO,1992-08-31,1992,8,5.5e-07,0.0,False
AGO,1992-09-30,1992,9,5.5e-07,0.0,False
AGO,1992-10-31,1992,10,5.5e-07,0.0,False
AGO,1992-11-30,1992,11,5.5e-07,0.0,False
AGO,1992-12-31,1992,12,5.5e-07,0.0,False
AGO,1993-01-31,1993,1,5.507e-06,9.012727272727272,False
AGO,1993-02-28,1993,2,6.965e-06,0.2647539495187943,False
AGO,1993-03-31,1993,3,4e-06,-0.42569992821249103,False
AGO,1993-04-30,1993,4,4e-06,0.0,False
AGO,1993-05-31,1993,5,4e-06,0.0,False
AGO,1993-06-30,1993,6,4e-06,0.0,False
AGO,1993-07-31,1993,7,4e-06,0.0,False
AGO,1993-08-31,1993,8,4e-06,0.0,False
AGO,1993-09-30,1993,9,4e-06,0.0,False
AGO,1993-10-31,1993,10,6.5e-06,0.625,False
AGO,1993-11-30,1993,11,6.5e-06,0.0,False
AGO,1993-12-31,1993,12,6.5e-06,0.0,False
AGO,1994-01-31,1994,1,6.5e-06,0.0,False
AGO,1994-02-28,1994,2,1.7836e-05,1.7440000000000002,False
AGO,1994-03-31,1994,3,3.5e-05,0.9623233908948192,False
AGO,1994-04-30,1994,4,6.7621e-05,0.9320285714285714,False
AGO,1994-05-31,1994,5,7.3799e-05,0.09136215081113863,False
AGO,1994-06-30,1994,6,0.000113488,0.5377986151573868,False
AGO,1994-07-31,1994,7,0.000125104,0.10235443394896371,False
AGO,1994-08-31,1994,8,0.000135316,0.08162808543291988,False
AGO,1994-09-30,1994,9,0.000140473,0.0381107925152977,False
AGO,1994-10-31,1994,10,0.000413372,1.9427149701366098,False
AGO,1994-11-30,1994,11,0.000470296,0.13770647262030322,False
AGO,1994-12-31,1994,12,0.000509262,0.08285420245972763,False
AGO,1995-01-31,1995,1,0.000539827,0.06001822244738464,False
AGO,1995-02-28,1995,2,0.000572507,0.06053791307215084,False
AGO,1995-03-31,1995,3,0.000598857,0.04602563811446836,False
AGO,1995-04-30,1995,4,0.000855777,0.429017277914427,False
AGO,1995-05-31,1995,5,0.002142647,1.5037445502741957,False
AGO,1995-06-30,1995,6,0.002216915,0.03466179916710477,False
AGO,1995-07-31,1995,7,0.002438,0.09972642162644951,False
AGO,1995-08-31,1995,8,0.003224,0.3223954060705496,False
AGO,1995-09-30,1995,9,0.005692,0.7655086848635237,False
AGO,1995-10-31,1995,10,0.005692,0.0,False
AGO,1995-11-30,1995,11,0.005692,0.0,False
AGO,1995-12-31,1995,12,0.005692,0.0,False
AGO,1996-01-31,1996,1,0.005692,0.0,False
AGO,1996-02-29,1996,2,0.013057,1.293921293042867,False
AGO,1996-03-31,1996,3,0.038,1.9103163054300376,False
AGO,1996-04-30,1996,4,0.046806,0.23173684210526324,False
AGO,1996-05-31,1996,5,0.095702,1.0446523949920947,False
AGO,1996-06-30,1996,6,0.161386,0.686338843493344,False
AGO,1996-07-31,1996,7,0.201994,0.2516203388150149,False
AGO,1996-08-31,1996,8,0.201994,0.0,False
AGO,1996-09-30,1996,9,0.201994,0.0,False
AGO,1996-10-31,1996,10,0.201994,0.0,False
AGO,1996-11-30,1996,11,0.201994,0.0,False
AGO,1996-12-31,1996,12,0.201994,0.0,False
AGO,1997-01-31,1997,1,0.201994,0.0,False
AGO,1997-02-28,1997,2,0.201994,0.0,False
AGO,1997-03-31,1997,3,0.201994,0.0,False
AGO,1997-04-30,1997,4,0.201994,0.0,False
AGO,1997-05-31,1997,5,0.201994,0.0,False
AGO,1997-06-30,1997,6,0.201994,0.0,False
AGO,1997-07-31,1997,7,0.262376,0.2989296711783518,False
AGO,1997-08-31,1997,8,0.262376,0.0,False
AGO,1997-09-30,1997,9,0.262376,0.0,False
AGO,1997-10-31,1997,10,0.262376,0.0,False
AGO,1997-11-30,1997,11,0.262376,0.0,False
AGO,1997-12-31,1997,12,0.262376,0.0,False
AGO,1998-01-31,1998,1,0.262376,0.0,False
AGO,1998-02-28,1998,2,0.262376,0.0,False
AGO,1998-03-31,1998,3,0.262376,0.0,False
AGO,1998-04-30,1998,4,0.262376,0.0,False
AGO,1998-05-31,1998,5,0.262376,0.0,False
AGO,1998-06-30,1998,6,0.3096465,0.18016320090252158,False
AGO,1998-07-31,1998,7,0.3889915,0.25624381350992187,False
AGO,1998-08-31,1998,8,0.46388,0.19251963089167767,False
AGO,1998-09-30,1998,9,0.5780785,0.24618112442873175,False
AGO,1998-10-31,1998,10,0.6145,0.0630044189500214,False
AGO,1998-11-30,1998,11,0.6145,0.0,False
AGO,1998-12-31,1998,12,0.6965,0.13344182262001625,False
AGO,1999-01-31,1999,1,0.6965,0.0,False
AGO,1999-02-28,1999,2,0.6965,0.0,False
AGO,1999-03-31,1999,3,0.6965,0.0,False
AGO,1999-04-30,1999,4,0.6965,0.0,False
AGO,1999-05-31,1999,5,1.959392,1.813197415649677,False
AGO,1999-06-30,1999,6,2.282044,0.16466944848197795,False
AGO,1999-07-31,1999,7,2.993337,0.3116911856213114,False
AGO,1999-08-31,1999,8,3.877636,0.29542246663172245,False
AGO,1999-09-30,1999,9,5.843854,0.5070661609289786,False
AGO,1999-10-31,1999,10,5.311494,-0.09109741619143819,False
AGO,1999-11-30,1999,11,5.35384,0.007972521478890826,False
AGO,1999-12-31,1999,12,5.57992,0.04222763474440794,False
AGO,2000-01-31,2000,1,5.89339,0.056178224777416075,False
AGO,2000-02-29,2000,2,5.89299,-6.787265054575276e-05,False
AGO,2000-03-31,2000,3,5.96539,0.012285783617484558,False
AGO,2000-04-30,2000,4,6.71496,0.12565314254390736,False
AGO,2000-05-31,2000,5,8.54679,0.2727983487615713,False
AGO,2000-06-30,2000,6,10.27525,0.2022349911487238,False
AGO,2000-07-31,2000,7,11.27282,0.09708474246368692,False
AGO,2000-08-31,2000,8,12.44799,0.10424809408825841,False
AGO,2000-09-30,2000,9,13.06801,0.04980884464078117,False
AGO,2000-10-31,2000,10,13.84551,0.05949643442268582,False
AGO,2000-11-30,2000,11,15.03937,0.08622723178850022,False
AGO,2000-12-31,2000,12,16.81784,0.11825428857724751,False
AGO,2001-01-31,2001,1,18.82868,0.11956588955537684,False
AGO,2001-02-28,2001,2,19.60527,0.04124505807098555,False
AGO,2001-03-31,2001,3,19.48234,-0.0062702528452809325,False
AGO,2001-04-30,2001,4,19.46474,-0.0009033822425849047,False
AGO,2001-05-31,2001,5,19.62864,0.008420353932290014,False
AGO,2001-06-30,2001,6,20.25669,0.031996613112268424,False
AGO,2001-07-31,2001,7,20.93542,0.03350646132216073,False
AGO,2001-08-31,2001,8,22.35291,0.06770774123471135,False
AGO,2001-09-30,2001,9,24.07669,0.07711658124154752,False
AGO,2001-10-31,2001,10,26.40577,0.09673588852952797,False
AGO,2001-11-30,2001,11,28.4663,0.07803332377734118,False
AGO,2001-12-31,2001,12,31.94936,0.1223573137358911,False
AGO,2002-01-31,2002,1,33.88372,0.06054456176899947,False
AGO,2002-02-28,2002,2,35.52961,0.04857465473094469,False
AGO,2002-03-31,2002,3,37.06737,0.043281083017798316,False
AGO,2002-04-30,2002,4,38.9194,0.04996389007366875,False
AGO,2002-05-31,2002,5,41.01852,0.05393505552500799,False
AGO,2002-06-30,2002,6,43.51871,0.06095271111683198,False
AGO,2002-07-31,2002,7,45.53351,0.046297328206649446,False
AGO,2002-08-31,2002,8,47.31401,0.039103069365836296,False
AGO,2002-09-30,2002,9,47.50084,0.003948724701203554,False
AGO,2002-10-31,2002,10,51.69648,0.08832770115223232,False
AGO,2002-11-30,2002,11,55.0494,0.06485780076322412,False
AGO,2002-12-31,2002,12,58.66637,0.06570407670201672,False
AGO,2003-01-31,2003,1,62.92152,0.07253133268685286,False
AGO,2003-02-28,2003,2,66.20269,0.052147023784549384,False
AGO,2003-03-31,2003,3,68.62097,0.03652842505342302,False
AGO,2003-04-30,2003,4,71.59521,0.043343018905153796,False
AGO,2003-05-31,2003,5,74.69804,0.04333851384750487,False
AGO,2003-06-30,2003,6,78.51422,0.0510880874518258,False
AGO,2003-07-31,2003,7,83.50914,0.0636180299568665,False
AGO,2003-08-31,2003,8,84.69347,0.01418204043293958,False
AGO,2003-09-30,2003,9,79.2534,-0.06423246089692636,False
AGO,2003-10-31,2003,10,78.60253,-0.00821251832728942,False
AGO,2003-11-30,2003,11,77.95622,-0.008222508868353184,False
AGO,2003-12-31,2003,12,79.08149,0.014434640366092655,False
AGO,2004-01-31,2004,1,80.31782,0.01563362045909855,False
AGO,2004-02-29,2004,2,79.95817,-0.004477835678309061,False
AGO,2004-03-31,2004,3,80.8565,0.011234999500363774,False
AGO,2004-04-30,2004,4,81.89668,0.012864519240877392,False
AGO,2004-05-31,2004,5,82.59716,0.00855321607664683,False
AGO,2004-06-30,2004,6,83.55857,0.011639746451330701,False
AGO,2004-07-31,2004,7,85.91657,0.028219726594172156,False
AGO,2004-08-31,2004,8,85.34061,-0.006703712683129637,False
AGO,2004-09-30,2004,9,86.90475,0.01832820271615132,False
AGO,2004-10-31,2004,10,87.17367,0.0030944223417015415,False
AGO,2004-11-30,2004,11,86.68432,-0.005613506922445777,False
AGO,2004-12-31,2004,12,85.98779,-0.00803524789719745,False
AGO,2005-01-31,2005,1,87.19361,0.0140231537524107,False
AGO,2005-02-28,2005,2,87.0304,-0.0018718114779283646,False
AGO,2005-03-31,2005,3,87.11391,0.0009595497665184638,False
AGO,2005-04-30,2005,4,88.01668,0.010363098155047767,False
AGO,2005-05-31,2005,5,88.97667,0.010906909917529406,False
AGO,2005-06-30,2005,6,89.18365,0.00232622776285063,False
AGO,2005-07-31,2005,7,89.19818,0.00016292223967062647,False
AGO,2005-08-31,2005,8,89.19891,8.184023485791059e-06,False
AGO,2005-09-30,2005,9,89.20584,7.769153232928261e-05,False
AGO,2005-10-31,2005,10,87.62896,-0.017676869586116695,False
AGO,2005-11-30,2005,11,80.76738,-0.07830265245644819,False
AGO,2005-12-31,2005,12,80.77951,0.00015018439374903103,False
AGO,2006-01-31,2006,1,80.34834,-0.005337615937507034,False
AGO,2006-02-28,2006,2,80.35615,9.720175923999541e-05,False
AGO,2006-03-31,2006,3,80.35827,2.6382548193426558e-05,False
AGO,2006-04-30,2006,4,80.367785,0.00011840722803002635,False
AGO,2006-05-31,2006,5,80.36519,-3.228905711405439e-05,False
AGO,2006-06-30,2006,6,80.37364,0.0001051450260989295,False
AGO,2006-07-31,2006,7,80.37487,1.5303524887100295e-05,False
AGO,2006-08-31,2006,8,80.36901,-7.290836053608363e-05,False
AGO,2006-09-30,2006,9,80.36934,4.106060283559643e-06,False
AGO,2006-10-31,2006,10,80.37569,7.901022952294667e-05,False
AGO,2006-11-30,2006,11,80.213425,-0.0020188318134500838,False
AGO,2006-12-31,2006,12,80.26442,0.0006357414609836631,False
AGO,2007-01-31,2007,1,80.27685,0.00015486313861101664,False
AGO,2007-02-28,2007,2,79.96742,-0.0038545358967123633,False
AGO,2007-03-31,2007,3,79.96517,-2.813645857280278e-05,False
AGO,2007-04-30,2007,4,78.815,-0.0143833871671879,False
AGO,2007-05-31,2007,5,74.97,-0.04878512973418769,False
AGO,2007-06-30,2007,6,74.971,1.3338668800821907e-05,False
AGO,2007-07-31,2007,7,74.97,-1.333849088325234e-05,False
AGO,2007-08-31,2007,8,74.973,4.001600640246572e-05,False
AGO,2007-09-30,2007,9,74.986,0.00017339575580543887,False
AGO,2007-10-31,2007,10,75.0003,0.00019070226442252647,False
AGO,2007-11-30,2007,11,75.015,0.00019599921600321757,False
AGO,2007-12-31,2007,12,75.023,0.00010664533759907613,False
AGO,2008-01-31,2008,1,75.037,0.00018660943977200084,False
AGO,2008-02-29,2008,2,75.038,1.332675879894829e-05,False
AGO,2008-03-31,2008,3,75.063,0.00033316452997156354,False
AGO,2008-04-30,2008,4,75.019,-0.00058617428027119,False
AGO,2008-05-31,2008,5,75.009,-0.00013329956411045618,False
AGO,2008-06-30,2008,6,75.022,0.00017331253582919537,False
AGO,2008-07-31,2008,7,75.016,-7.997654021485445e-05,False
AGO,2008-08-31,2008,8,75.025,0.0001199744054600771,False
AGO,2008-09-30,2008,9,75.026,1.3328890369646018e-05,False
AGO,2008-10-31,2008,10,75.029,3.9986138138825567e-05,False
AGO,2008-11-30,2008,11,75.025,-5.331271908182167e-05,False
AGO,2008-12-31,2008,12,75.169,0.0019193602132621113,False
AGO,2009-01-31,2009,1,75.319,0.001995503465524351,False
AGO,2009-02-28,2009,2,75.724,0.005377129276809223,False
AGO,2009-03-31,2009,3,75.488,-0.003116581268818419,False
AGO,2009-04-30,2009,4,77.806,0.030706867316659503,False
AGO,2009-05-31,2009,5,77.806,0.0,False
AGO,2009-06-30,2009,6,77.806,0.0,False
AGO,2009-07-31,2009,7,77.806,0.0,False
AGO,2009-08-31,2009,8,77.806,0.0,False
AGO,2009-09-30,2009,9,77.806,0.0,False
AGO,2009-10-31,2009,10,84.261,0.08296275351515314,False
AGO,2009-11-30,2009,11,87.947,0.04374503032245047,False
AGO,2009-12-31,2009,12,89.398,0.01649857300419555,False
AGO,2010-01-31,2010,1,90.164,0.008568424349538084,False
AGO,2010-02-28,2010,2,90.393,0.0025398163346790348,False
AGO,2010-03-31,2010,3,92.861,0.027302999126038507,False
AGO,2010-04-30,2010,4,93.485,0.006719720873132884,False
AGO,2010-05-31,2010,5,92.582,-0.009659303631598726,False
AGO,2010-06-30,2010,6,92.573,-9.721112095228968e-05,False
AGO,2010-07-31,2010,7,92.572,-1.0802285763555908e-05,False
AGO,2010-08-31,2010,8,90.0175,-0.02759473706952431,False
AGO,2010-09-30,2010,9,91.802,0.01982392312605885,False
AGO,2010-10-31,2010,10,92.381,0.0063070521339403385,False
AGO,2010-11-30,2010,11,92.274,-0.0011582468256459144,False
AGO,2010-12-31,2010,12,92.643,0.003998959620261422,False
AGO,2011-01-31,2011,1,95.272,0.0283777511522727,False
AGO,2011-02-28,2011,2,93.265,-0.02106600050382068,False
AGO,2011-03-31,2011,3,93.27,5.361067924725127e-05,False
AGO,2011-04-30,2011,4,93.277,7.505092741499908e-05,False
AGO,2011-05-31,2011,5,93.2825,5.8964160511099095e-05,False
AGO,2011-06-30,2011,6,93.304,0.00023048267359904173,False
AGO,2011-07-31,2011,7,93.318,0.0001500471576780793,False
AGO,2011-08-31,2011,8,93.442,0.0013287897297411533,False
AGO,2011-09-30,2011,9,94.697,0.013430791292994737,False
AGO,2011-10-31,2011,10,94.997,0.003167998986240317,False
AGO,2011-11-30,2011,11,95.213,0.002273756013347672,False
AGO,2011-12-31,2011,12,95.272,0.0006196632812747183,False
AGO,2012-01-31,2012,1,95.8258852052239,0.00581372496876198,False
AGO,2012-02-29,2012,2,95.299,-0.005498359906568995,False
AGO,2012-03-31,2012,3,95.311,0.00012591947449602792,False
AGO,2012-04-30,2012,4,95.324,0.00013639558917644123,False
AGO,2012-05-31,2012,5,95.338,0.0001468675254918672,False
AGO,2012-06-30,2012,6,95.352,0.00014684595858960314,False
AGO,2012-07-31,2012,7,95.369,0.00017828676902409413,False
AGO,2012-08-31,2012,8,95.386,0.00017825498851831156,False
AGO,2012-09-30,2012,9,95.403,0.0001782232193405786,False
AGO,2012-10-31,2012,10,95.442,0.0004087921763464841,False
AGO,2012-11-30,2012,11,95.544,0.0010687118878480728,False
AGO,2012-12-31,2012,12,95.8258852052239,0.0029503182326875432,False
AGO,2013-01-31,2013,1,95.94,0.0011908556287447691,False
AGO,2013-02-28,2013,2,95.962,0.00022930998540759973,False
AGO,2013-03-31,2013,3,95.9836393034826,0.00022549867116783417,False
AGO,2013-04-30,2013,4,96.0447983628162,0.0006371821258017718,False
AGO,2013-05-31,2013,5,96.1681791044776,0.0012846165931372777,False
AGO,2013-06-30,2013,6,96.3257860696517,0.0016388681437222719,False
AGO,2013-07-31,2013,7,95.9495,-0.003906389815283795,False
AGO,2013-08-31,2013,8,95.9096,-0.00041584375113989935,False
AGO,2013-09-30,2013,9,96.7867,0.009145069940861061,False
AGO,2013-10-31,2013,10,97.444,0.006791222347698689,False
AGO,2013-11-30,2013,11,97.4221,-0.00022474446861786568,False
AGO,2013-12-31,2013,12,97.5618643978926,0.0014346272344016864,False
AGO,2014-01-31,2014,1,97.620481334744,0.0006008181292265213,False
AGO,2014-02-28,2014,2,97.6073413427291,-0.00013460281935961937,False
AGO,2014-03-31,2014,3,97.6115,4.260598858341069e-05,False
AGO,2014-04-30,2014,4,97.6353,0.00024382372978593025,False
AGO,2014-05-31,2014,5,97.6564894010419,0.00021702602482798206,False
AGO,2014-06-30,2014,6,97.650787115,-5.839126592477317e-05,False
AGO,2014-07-31,2014,7,97.1878910309,-0.004740321074471865,False
AGO,2014-08-31,2014,8,97.7757803796,0.006048997899471553,False
AGO,2014-09-30,2014,9,98.319,0.005555768701523522,False
AGO,2014-10-31,2014,10,99.56,0.012622178826066088,False
AGO,2014-11-30,2014,11,101.486469610297,0.019349835378635882,False
AGO,2014-12-31,2014,12,102.863,0.013563683858437647,False
AGO,2015-01-31,2015,1,104.170507244376,0.012711152157490968,False
AGO,2015-02-28,2015,2,106.2755,0.020207185424237606,False
AGO,2015-03-31,2015,3,107.991863094803,0.016150129567049865,False
AGO,2015-04-30,2015,4,109.293068440945,0.01204910544972937,False
AGO,2015-05-31,2015,5,110.287306930693,0.009096994932347613,False
AGO,2015-06-30,2015,6,121.361,0.10040768405258049,False
AGO,2015-07-31,2015,7,125.776,0.03637906741045294,False
AGO,2015-08-31,2015,8,125.783212871287,5.734696036618914e-05,False
AGO,2015-09-30,2015,9,135.304,0.07569203323225282,False
AGO,2015-10-31,2015,10,135.308,2.9563058002723963e-05,False
AGO,2015-11-30,2015,11,135.312,2.9562184054254814e-05,False
AGO,2015-12-31,2015,12,135.315,2.2170982617808477e-05,False
AGO,2016-01-31,2016,1,155.616,0.15002771311384566,False
AGO,2016-02-29,2016,2,158.945227722772,0.02139386517306696,False
AGO,2016-03-31,2016,3,160.6685,0.010841925246309891,False
AGO,2016-04-30,2016,4,165.881717821782,0.032447043582170654,False
AGO,2016-05-31,2016,5,165.883707920792,1.1997096703186827e-05,False
AGO,2016-06-30,2016,6,165.885698019802,1.1996952774540048e-05,False
AGO,2016-07-31,2016,7,165.888683168317,1.7995213274168975e-05,False
AGO,2016-08-31,2016,8,165.889678217822,5.998296484177601e-06,False
AGO,2016-09-30,2016,9,165.892663366337,1.7994781514207858e-05,False
AGO,2016-10-31,2016,10,165.896643564356,2.3992610271195147e-05,False
AGO,2016-11-30,2016,11,165.899628712871,1.7994025984346962e-05,False
AGO,2016-12-31,2016,12,165.902613861386,1.799370220512131e-05,False
AGO,2017-01-31,2017,1,165.906594059406,2.399117125029271e-05,False
AGO,2017-02-28,2017,2,165.907589108911,5.997648921951537e-06,False
AGO,2017-03-31,2017,3,165.911569306931,2.3990451801347845e-05,False
AGO,2017-04-30,2017,4,165.9125,5.60957305673071e-06,False
AGO,2017-05-31,2017,5,165.9155,1.8081820236659496e-05,False
AGO,2017-06-30,2017,6,165.9165,6.027164430211229e-06,False
AGO,2017-07-31,2017,7,165.9185,1.2054256206983638e-05,False
AGO,2017-08-31,2017,8,165.9205,1.2054110903880755e-05,False
AGO,2017-09-30,2017,9,165.9215,6.026982801943248e-06,False
AGO,2017-10-31,2017,10,165.9225,6.026946477666328e-06,False
AGO,2017-11-30,2017,11,165.9235,6.026910153611453e-06,False
AGO,2017-12-31,2017,12,165.9235,0.0,False
AGO,2018-01-31,2018,1,207.450274257406,0.2502766290332954,False
AGO,2018-02-28,2018,2,213.137488609915,0.02741483168854364,False
AGO,2018-03-31,2018,3,214.123231003958,0.0046249132448357155,False
AGO,2018-04-30,2018,4,225.952043710912,0.05524301427496825,False
AGO,2018-05-31,2018,5,239.408314754697,0.05955365936411372,False
AGO,2018-06-30,2018,6,249.263500696773,0.041164760514578846,False
AGO,2018-07-31,2018,7,256.97468154031,0.030935860332466314,False
AGO,2018-08-31,2018,8,276.287504305364,0.0751545741755284,False
AGO,2018-09-30,2018,9,294.468379861756,0.06580419046493602,False
AGO,2018-10-31,2018,10,307.902273434324,0.045620835686584815,False
AGO,2018-11-30,2018,11,310.4575,0.008298823315512127,False
AGO,2018-12-31,2018,12,308.607,-0.005960558208450317,False
AGO,2019-01-31,2019,1,312.25,0.011804657703810895,False
AGO,2019-02-28,2019,2,314.172,0.00615532425940768,False
AGO,2019-03-31,2019,3,318.1205,0.012567956406045022,False
AGO,2019-04-30,2019,4,323.0955,0.015638728092028042,False
AGO,2019-05-31,2019,5,330.4535,0.022773452431247065,False
AGO,2019-06-30,2019,6,340.272,0.029712198539280088,False
AGO,2019-07-31,2019,7,349.5735,0.02733548455353385,False
AGO,2019-08-31,2019,8,362.0025,0.03555475457950896,False
AGO,2019-09-30,2019,9,378.0295,0.04427317490901306,False
AGO,2019-10-31,2019,10,496.6355,0.31374800114805845,False
AGO,2019-11-30,2019,11,491.248,-0.010847996166202356,False
AGO,2019-12-31,2019,12,482.227,-0.01836343354069636,False
AGO,2020-01-31,2020,1,495.798,0.028142347898396425,False
AGO,2020-02-29,2020,2,492.63,-0.006389699030653673,False
AGO,2020-03-31,2020,3,536.68,0.08941802163895818,False
AGO,2020-04-30,2020,4,556.9077,0.03769043005142736,False
AGO,2020-05-31,2020,5,581.9155,0.0449047481297169,False
AGO,2020-06-30,2020,6,580.0441,-0.003215930835318903,False
AGO,2020-07-31,2020,7,577.761597795248,-0.003935049429434678,False
AGO,2020-08-31,2020,8,595.707885006693,0.031061751559689155,False
AGO,2020-09-30,2020,9,626.2445,0.05126105556411087,False
AGO,2020-10-31,2020,10,666.7866,0.064738452792799,False
AGO,2020-11-30,2020,11,651.3624,-0.02313213852827878,False
AGO,2020-12-31,2020,12,656.22535,0.007465813194007076,False
AGO,2021-01-31,2021,1,657.47365,0.001902242880437388,False
AGO,2021-02-28,2021,2,639.5375,-0.027280408880264617,False
AGO,2021-03-31,2021,3,631.7177,-0.012227273615698864,False
AGO,2021-04-30,2021,4,652.9115,0.03354947945894193,False
AGO,2021-05-31,2021,5,650.1382,-0.0042475894512503665,False
AGO,2021-06-30,2021,6,653.83275,0.005682714844320813,False
AGO,2021-07-31,2021,7,646.62305,-0.011026826049933991,False
AGO,2021-08-31,2021,8,642.44255,-0.006465126784453545,False
AGO,2021-09-30,2021,9,606.65005,-0.05571315287257983,False
AGO,2021-10-31,2021,10,603.0,-0.006016730732981812,False
AGO,2021-11-30,2021,11,580.558,-0.03721724709784413,False
AGO,2021-12-31,2021,12,554.981,-0.04405589105653529,False
AGO,2022-01-31,2022,1,529.0916,-0.04664916456599422,False
AGO,2022-02-28,2022,2,496.6001,-0.06140997135467652,False
AGO,2022-03-31,2022,3,446.43865,-0.10100974607133584,False
AGO,2022-04-30,2022,4,405.6171,-0.09143820769102318,False
AGO,2022-05-31,2022,5,423.356,0.04373311677441616,False
AGO,2022-06-30,2022,6,428.2086,0.01146222092045468,False
AGO,2022-07-31,2022,7,433.264,0.011805928232174745,False
AGO,2022-08-31,2022,8,429.42085,-0.008870226928616387,False
AGO,2022-09-30,2022,9,433.4055,0.009279125594390703,False
AGO,2022-10-31,2022,10,484.81775,0.11862389840461174,False
AGO,2022-11-30,2022,11,506.778,0.04529588695958431,False
AGO,2022-12-31,2022,12,503.691,-0.006091424647478916,False
AGO,2023-01-31,2023,1,504.2749,0.0011592424720712202,False
AGO,2023-02-28,2023,2,503.4275,-0.0016804326370398748,False
AGO,2023-03-31,2023,3,504.8521,0.002829801709282931,False
AGO,2023-04-30,2023,4,507.407,0.005060690051601258,False
AGO,2023-05-31,2023,5,583.74554,0.1504483383161841,False
AGO,2023-06-30,2023,6,822.9401,0.4097582655620804,False
AGO,2023-07-31,2023,7,824.689,0.002125185052958223,False
AGO,2023-08-31,2023,8,825.001,0.00037832443502949786,False
AGO,2023-09-30,2023,9,825.5271,0.0006376961967320405,False
AGO,2023-10-31,2023,10,827.4841,0.0023706066100070977,False
AGO,2023-11-30,2023,11,827.793,0.00037330022413728514,False
AGO,2023-12-31,2023,12,828.8,0.00121648769680327,False
ALB,1992-01-31,1992,1,50.0,,False
ALB,1992-02-29,1992,2,50.0,0.0,False
ALB,1992-03-31,1992,3,50.0,0.0,False
ALB,1992-04-30,1992,4,50.0,0.0,False
ALB,1992-05-31,1992,5,50.0,0.0,False
ALB,1992-06-30,1992,6,50.0,0.0,False
ALB,1992-07-31,1992,7,106.5,1.13,False
ALB,1992-08-31,1992,8,91.4,-0.1417840375586854,False
ALB,1992-09-30,1992,9,97.0,0.06126914660831506,False
ALB,1992-10-31,1992,10,96.3,-0.007216494845360799,False
ALB,1992-11-30,1992,11,97.9,0.01661474558670828,False
ALB,1992-12-31,1992,12,102.9,0.05107252298263543,False
ALB,1993-01-31,1993,1,107.0,0.03984450923226435,False
ALB,1993-02-28,1993,2,106.0,-0.009345794392523366,False
ALB,1993-03-31,1993,3,107.0,0.009433962264151052,False
ALB,1993-04-30,1993,4,103.0,-0.03738317757009346,False
ALB,1993-05-31,1993,5,105.63,0.025533980582524318,False
ALB,1993-06-30,1993,6,105.5,-0.0012307109722615728,False
ALB,1993-07-31,1993,7,104.48,-0.009668246445497575,False
ALB,1993-08-31,1993,8,100.01,-0.042783307810107196,False
ALB,1993-09-30,1993,9,98.01,-0.019998000199979993,False
ALB,1993-10-31,1993,10,96.55,-0.014896439138863515,False
ALB,1993-11-30,1993,11,95.4,-0.011910926980838843,False
ALB,1993-12-31,1993,12,98.7,0.03459119496855334,False
ALB,1994-01-31,1994,1,100.7,0.020263424518743633,False
ALB,1994-02-28,1994,2,101.5,0.007944389275074348,False
ALB,1994-03-31,1994,3,100.52,-0.0096551724137931,False
ALB,1994-04-30,1994,4,100.6,0.0007958615200955865,False
ALB,1994-05-31,1994,5,98.85,-0.01739562624254476,False
ALB,1994-06-30,1994,6,93.26,-0.05655032878098121,False
ALB,1994-07-31,1994,7,90.43,-0.030345271284580755,False
